#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 16:04:16.854
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.95 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -500 mV
#Channel 2: Range: 500 mV/div Offset: -500 mV
#Math 1: Function: (C1-C2)/301

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-0.0026025,0.0216217,-0.000265419,7.27146e-05
-0.00260125,0.0216217,-0.000600936,7.38293e-05
-0.0026,0.0212905,-0.000600936,7.2729e-05
-0.00259875,0.0212905,-0.000600936,7.2729e-05
-0.0025975,0.0212905,-0.000265419,7.16143e-05
-0.00259625,0.0212905,-0.000600936,7.2729e-05
-0.002595,0.0216217,-0.000265419,7.27146e-05
-0.00259375,0.0219529,7.00975e-05,7.27003e-05
-0.0025925,0.0212905,-0.000600936,7.2729e-05
-0.00259125,0.0209593,-0.000600936,7.16287e-05
-0.00259,0.0212905,-0.000600936,7.2729e-05
-0.00258875,0.0209593,-0.000265419,7.0514e-05
-0.0025875,0.0212905,7.00975e-05,7.04997e-05
-0.00258625,0.0216217,7.00975e-05,7.16e-05
-0.002585,0.0216217,7.00975e-05,7.16e-05
-0.00258375,0.0216217,-0.000600936,7.38293e-05
-0.0025825,0.00439966,-0.00127197,1.88426e-05
-0.00258125,-0.0273949,-0.00127197,-8.6787e-05
-0.00258,-0.0264013,-0.000936452,-8.46008e-05
-0.00257875,-0.0260701,-0.000265419,-8.57298e-05
-0.0025775,-0.0264013,-0.000936452,-8.46008e-05
-0.00257625,-0.0264013,-0.000600936,-8.57154e-05
-0.002575,-0.0257389,-0.000265419,-8.46295e-05
-0.00257375,-0.0257389,-0.000265419,-8.46295e-05
-0.0025725,-0.0260701,-0.000265419,-8.57298e-05
-0.00257125,-0.0257389,-0.000265419,-8.46295e-05
-0.00257,-0.0257389,-0.000265419,-8.46295e-05
-0.00256875,-0.0260701,-0.000265419,-8.57298e-05
-0.0025675,-0.0257389,-0.000600936,-8.35148e-05
-0.00256625,-0.0257389,-0.000265419,-8.46295e-05
-0.002565,-0.0257389,0.000405614,-8.68588e-05
-0.00256375,-0.0254077,-0.000265419,-8.35292e-05
-0.0025625,-0.0254077,-0.000265419,-8.35292e-05
-0.00256125,-0.0257389,-0.000600936,-8.35148e-05
-0.00256,-0.0257389,7.00975e-05,-8.57442e-05
-0.00255875,-0.0260701,-0.000265419,-8.57298e-05
-0.0025575,-0.0257389,-0.000265419,-8.46295e-05
-0.00255625,-0.0260701,-0.000265419,-8.57298e-05
-0.002555,-0.0257389,-0.000600936,-8.35148e-05
-0.00255375,-0.0257389,-0.000265419,-8.46295e-05
-0.0025525,-0.0250765,-0.000600936,-8.13142e-05
-0.00255125,-0.0250765,-0.000265419,-8.24289e-05
-0.00255,-0.0254077,-0.000265419,-8.35292e-05
-0.00254875,-0.0257389,-0.000265419,-8.46295e-05
-0.0025475,-0.0257389,-0.000600936,-8.35148e-05
-0.00254625,-0.0257389,-0.000600936,-8.35148e-05
-0.002545,-0.0257389,-0.000600936,-8.35148e-05
-0.00254375,-0.0257389,-0.000600936,-8.35148e-05
-0.0025425,-0.0254077,-0.000600936,-8.24145e-05
-0.00254125,-0.0254077,-0.000600936,-8.24145e-05
-0.00254,-0.0257389,-0.000265419,-8.46295e-05
-0.00253875,-0.0254077,-0.000265419,-8.35292e-05
-0.0025375,-0.0254077,-0.000265419,-8.35292e-05
-0.00253625,-0.0254077,-0.000265419,-8.35292e-05
-0.002535,-0.0250765,-0.000265419,-8.24289e-05
-0.00253375,-0.0250765,-0.000265419,-8.24289e-05
-0.0025325,-0.0257389,-0.000265419,-8.46295e-05
-0.00253125,-0.0257389,-0.000600936,-8.35148e-05
-0.00253,-0.0250765,-0.000600936,-8.13142e-05
-0.00252875,-0.0250765,-0.000265419,-8.24289e-05
-0.0025275,-0.0250765,-0.000600936,-8.13142e-05
-0.00252625,-0.0254077,-0.000600936,-8.24145e-05
-0.002525,-0.0254077,-0.000265419,-8.35292e-05
-0.00252375,-0.0250765,-0.000265419,-8.24289e-05
-0.0025225,-0.0257389,-0.000600936,-8.35148e-05
-0.00252125,-0.0250765,-0.000936452,-8.01995e-05
-0.00252,-0.0247453,-0.000265419,-8.13286e-05
-0.00251875,-0.0254077,-0.000600936,-8.24145e-05
-0.0025175,-0.0250765,-0.000600936,-8.13142e-05
-0.00251625,-0.0254077,-0.000265419,-8.35292e-05
-0.002515,-0.0254077,7.00975e-05,-8.46439e-05
-0.00251375,-0.0250765,-0.000265419,-8.24289e-05
-0.0025125,-0.0250765,-0.000265419,-8.24289e-05
-0.00251125,-0.0250765,-0.000265419,-8.24289e-05
-0.00251,-0.0250765,7.00975e-05,-8.35435e-05
-0.00250875,-0.0247453,-0.000265419,-8.13286e-05
-0.0025075,-0.0254077,-0.000265419,-8.35292e-05
-0.00250625,-0.0250765,-0.000265419,-8.24289e-05
-0.002505,-0.0250765,-0.000600936,-8.13142e-05
-0.00250375,-0.0254077,-0.000600936,-8.24145e-05
-0.0025025,-0.0250765,-0.000600936,-8.13142e-05
-0.00250125,-0.0254077,-0.000600936,-8.24145e-05
-0.0025,-0.0254077,-0.000265419,-8.35292e-05
-0.00249875,-0.0254077,-0.000265419,-8.35292e-05
-0.0024975,-0.0254077,-0.000265419,-8.35292e-05
-0.00249625,-0.0250765,-0.000265419,-8.24289e-05
-0.002495,-0.0250765,-0.000265419,-8.24289e-05
-0.00249375,-0.0254077,-0.000600936,-8.24145e-05
-0.0024925,-0.0250765,-0.000600936,-8.13142e-05
-0.00249125,-0.0250765,-0.000600936,-8.13142e-05
-0.00249,-0.0250765,-0.000265419,-8.24289e-05
-0.00248875,-0.0250765,-0.000265419,-8.24289e-05
-0.0024875,-0.0254077,-0.000600936,-8.24145e-05
-0.00248625,-0.0254077,-0.000600936,-8.24145e-05
-0.002485,-0.0247453,7.00975e-05,-8.24432e-05
-0.00248375,-0.0250765,7.00975e-05,-8.35435e-05
-0.0024825,-0.0254077,-0.000265419,-8.35292e-05
-0.00248125,-0.0254077,-0.000600936,-8.24145e-05
-0.00248,-0.0254077,-0.000265419,-8.35292e-05
-0.00247875,-0.0250765,-0.000265419,-8.24289e-05
-0.0024775,-0.0250765,-0.000600936,-8.13142e-05
-0.00247625,-0.0247453,-0.000600936,-8.02139e-05
-0.002475,-0.0250765,-0.000600936,-8.13142e-05
-0.00247375,-0.0247453,-0.000265419,-8.13286e-05
-0.0024725,-0.0247453,-0.000265419,-8.13286e-05
-0.00247125,-0.0247453,-0.000265419,-8.13286e-05
-0.00247,-0.0250765,-0.000265419,-8.24289e-05
-0.00246875,-0.0247453,-0.000265419,-8.13286e-05
-0.0024675,-0.0244141,-0.000600936,-7.91136e-05
-0.00246625,-0.0244141,-0.000265419,-8.02283e-05
-0.002465,-0.0247453,7.00975e-05,-8.24432e-05
-0.00246375,-0.0247453,-0.000265419,-8.13286e-05
-0.0024625,-0.0244141,-0.000265419,-8.02283e-05
-0.00246125,-0.0250765,-0.000265419,-8.24289e-05
-0.00246,-0.0247453,-0.000265419,-8.13286e-05
-0.00245875,-0.0250765,7.00975e-05,-8.35435e-05
-0.0024575,-0.0244141,-0.000265419,-8.02283e-05
-0.00245625,-0.0247453,-0.000265419,-8.13286e-05
-0.002455,-0.0247453,-0.000600936,-8.02139e-05
-0.00245375,-0.0247453,-0.000600936,-8.02139e-05
-0.0024525,-0.0247453,-0.000265419,-8.13286e-05
-0.00245125,-0.0247453,7.00975e-05,-8.24432e-05
-0.00245,-0.0247453,-0.000265419,-8.13286e-05
-0.00244875,-0.0247453,-0.000265419,-8.13286e-05
-0.0024475,-0.0244141,-0.000265419,-8.02283e-05
-0.00244625,-0.0244141,-0.000265419,-8.02283e-05
-0.002445,-0.0250765,-0.000265419,-8.24289e-05
-0.00244375,-0.0254077,-0.000265419,-8.35292e-05
-0.0024425,-0.0254077,-0.000600936,-8.24145e-05
-0.00244125,-0.0244141,-0.000265419,-8.02283e-05
-0.00244,-0.0247453,-0.000265419,-8.13286e-05
-0.00243875,-0.0247453,7.00975e-05,-8.24432e-05
-0.0024375,-0.0244141,-0.000265419,-8.02283e-05
-0.00243625,-0.0244141,-0.000936452,-7.79989e-05
-0.002435,-0.0244141,-0.000600936,-7.91136e-05
-0.00243375,-0.0247453,-0.000936452,-7.90992e-05
-0.0024325,-0.0250765,-0.000265419,-8.24289e-05
-0.00243125,-0.0244141,-0.000265419,-8.02283e-05
-0.00243,-0.0247453,-0.000265419,-8.13286e-05
-0.00242875,-0.0247453,-0.000265419,-8.13286e-05
-0.0024275,-0.0247453,-0.000265419,-8.13286e-05
-0.00242625,-0.0244141,-0.000600936,-7.91136e-05
-0.002425,-0.0244141,-0.000265419,-8.02283e-05
-0.00242375,-0.0244141,-0.000600936,-7.91136e-05
-0.0024225,0.000425344,0.000741131,-1.04913e-06
-0.00242125,0.0236088,0.000741131,7.59725e-05
-0.00242,0.0236088,7.00975e-05,7.82018e-05
-0.00241875,0.0232777,-0.000265419,7.82162e-05
-0.0024175,0.0226153,-0.000265419,7.60156e-05
-0.00241625,0.0229465,7.00975e-05,7.60012e-05
-0.002415,0.0232777,7.00975e-05,7.71015e-05
-0.00241375,0.0229465,7.00975e-05,7.60012e-05
-0.0024125,0.0226153,-0.000265419,7.60156e-05
-0.00241125,0.0222841,-0.000600936,7.60299e-05
-0.00241,0.0226153,-0.000600936,7.71302e-05
-0.00240875,0.0229465,7.00975e-05,7.60012e-05
-0.0024075,0.0222841,-0.000265419,7.49153e-05
-0.00240625,0.0226153,-0.000265419,7.60156e-05
-0.002405,0.0226153,-0.000265419,7.60156e-05
-0.00240375,0.0226153,-0.000265419,7.60156e-05
-0.0024025,0.0226153,7.00975e-05,7.49009e-05
-0.00240125,0.0226153,-0.000265419,7.60156e-05
-0.0024,0.0222841,-0.000265419,7.49153e-05
-0.00239875,0.0226153,7.00975e-05,7.49009e-05
-0.0023975,0.0226153,-0.000265419,7.60156e-05
-0.00239625,0.0226153,7.00975e-05,7.49009e-05
-0.002395,0.0229465,-0.000600936,7.82306e-05
-0.00239375,0.0229465,-0.000600936,7.82306e-05
-0.0023925,0.0222841,-0.000265419,7.49153e-05
-0.00239125,0.0226153,-0.000600936,7.71302e-05
-0.00239,0.0222841,-0.000600936,7.60299e-05
-0.00238875,0.0222841,-0.000600936,7.60299e-05
-0.0023875,0.0222841,-0.000265419,7.49153e-05
-0.00238625,0.0222841,-0.000265419,7.49153e-05
-0.002385,0.0226153,-0.000265419,7.60156e-05
-0.00238375,0.0222841,-0.000265419,7.49153e-05
-0.0023825,0.0222841,-0.000265419,7.49153e-05
-0.00238125,0.0222841,-0.000265419,7.49153e-05
-0.00238,0.0219529,-0.000265419,7.3815e-05
-0.00237875,0.0219529,-0.000600936,7.49296e-05
-0.0023775,0.0219529,-0.000265419,7.3815e-05
-0.00237625,0.0222841,-0.000265419,7.49153e-05
-0.002375,0.0219529,-0.000265419,7.3815e-05
-0.00237375,0.0219529,-0.000265419,7.3815e-05
-0.0023725,0.0222841,-0.000600936,7.60299e-05
-0.00237125,0.0219529,-0.000265419,7.3815e-05
-0.00237,0.0216217,-0.000265419,7.27146e-05
-0.00236875,0.0219529,7.00975e-05,7.27003e-05
-0.0023675,0.0222841,7.00975e-05,7.38006e-05
-0.00236625,0.0222841,-0.000265419,7.49153e-05
-0.002365,0.0222841,7.00975e-05,7.38006e-05
-0.00236375,0.0219529,7.00975e-05,7.27003e-05
-0.0023625,0.0219529,-0.000265419,7.3815e-05
-0.00236125,0.0216217,-0.000265419,7.27146e-05
-0.00236,0.0219529,-0.000265419,7.3815e-05
-0.00235875,0.0212905,-0.000600936,7.2729e-05
-0.0023575,0.0216217,-0.000600936,7.38293e-05
-0.00235625,0.0216217,-0.000600936,7.38293e-05
-0.002355,0.0219529,-0.000265419,7.3815e-05
-0.00235375,0.0219529,-0.000265419,7.3815e-05
-0.0023525,0.0216217,-0.000600936,7.38293e-05
-0.00235125,0.0216217,-0.000600936,7.38293e-05
-0.00235,0.0219529,-0.000265419,7.3815e-05
-0.00234875,0.0216217,-0.000265419,7.27146e-05
-0.0023475,0.0216217,-0.000265419,7.27146e-05
-0.00234625,0.0216217,-0.000600936,7.38293e-05
-0.002345,0.0212905,-0.000265419,7.16143e-05
-0.00234375,0.0212905,-0.000265419,7.16143e-05
-0.0023425,0.0212905,-0.000600936,7.2729e-05
-0.00234125,0.0219529,-0.000265419,7.3815e-05
-0.00234,0.0216217,-0.000600936,7.38293e-05
-0.00233875,0.0216217,-0.000936452,7.4944e-05
-0.0023375,0.0209593,-0.000936452,7.27434e-05
-0.00233625,0.0216217,-0.000265419,7.27146e-05
-0.002335,0.0219529,-0.000265419,7.3815e-05
-0.00233375,0.0222841,-0.000600936,7.60299e-05
-0.0023325,0.0219529,-0.000600936,7.49296e-05
-0.00233125,0.0216217,-0.000600936,7.38293e-05
-0.00233,0.0216217,-0.000600936,7.38293e-05
-0.00232875,0.0212905,-0.000600936,7.2729e-05
-0.0023275,0.0212905,-0.000600936,7.2729e-05
-0.00232625,0.0212905,-0.000600936,7.2729e-05
-0.002325,0.0216217,-0.000265419,7.27146e-05
-0.00232375,0.0216217,-0.000265419,7.27146e-05
-0.0023225,0.0216217,-0.000600936,7.38293e-05
-0.00232125,0.0216217,-0.000600936,7.38293e-05
-0.00232,0.0212905,-0.000936452,7.38437e-05
-0.00231875,0.0212905,-0.000936452,7.38437e-05
-0.0023175,0.0216217,-0.000936452,7.4944e-05
-0.00231625,0.0212905,-0.000600936,7.2729e-05
-0.002315,0.0216217,-0.000265419,7.27146e-05
-0.00231375,0.0216217,-0.000600936,7.38293e-05
-0.0023125,0.0212905,-0.000265419,7.16143e-05
-0.00231125,0.0212905,-0.000265419,7.16143e-05
-0.00231,0.0216217,-0.000265419,7.27146e-05
-0.00230875,0.0212905,-0.000265419,7.16143e-05
-0.0023075,0.0216217,-0.000600936,7.38293e-05
-0.00230625,0.0212905,-0.000600936,7.2729e-05
-0.002305,0.0209593,-0.000600936,7.16287e-05
-0.00230375,0.0216217,-0.000600936,7.38293e-05
-0.0023025,0.0219529,-0.000600936,7.49296e-05
-0.00230125,0.0216217,-0.000265419,7.27146e-05
-0.0023,0.0219529,-0.000600936,7.49296e-05
-0.00229875,0.0216217,-0.000265419,7.27146e-05
-0.0022975,0.0212905,-0.000600936,7.2729e-05
-0.00229625,0.0219529,-0.000936452,7.60443e-05
-0.002295,0.0216217,-0.000600936,7.38293e-05
-0.00229375,0.0212905,-0.000265419,7.16143e-05
-0.0022925,0.0212905,-0.000265419,7.16143e-05
-0.00229125,0.0209593,-0.000600936,7.16287e-05
-0.00229,0.0212905,-0.000600936,7.2729e-05
-0.00228875,0.0212905,-0.000600936,7.2729e-05
-0.0022875,0.0209593,-0.000600936,7.16287e-05
-0.00228625,0.0212905,7.00975e-05,7.04997e-05
-0.002285,0.0216217,-0.000265419,7.27146e-05
-0.00228375,0.0216217,-0.000600936,7.38293e-05
-0.0022825,0.0212905,-0.000936452,7.38437e-05
-0.00228125,0.0212905,-0.000600936,7.2729e-05
-0.00228,0.0216217,7.00975e-05,7.16e-05
-0.00227875,0.0219529,-0.000600936,7.49296e-05
-0.0022775,0.0216217,-0.000265419,7.27146e-05
-0.00227625,0.0216217,-0.000600936,7.38293e-05
-0.002275,0.0216217,-0.000600936,7.38293e-05
-0.00227375,0.0209593,-0.000600936,7.16287e-05
-0.0022725,0.0209593,-0.000600936,7.16287e-05
-0.00227125,0.0209593,-0.000265419,7.0514e-05
-0.00227,0.0212905,-0.000600936,7.2729e-05
-0.00226875,0.0212905,-0.000265419,7.16143e-05
-0.0022675,0.0216217,-0.000600936,7.38293e-05
-0.00226625,0.0212905,-0.000265419,7.16143e-05
-0.002265,0.0212905,-0.000265419,7.16143e-05
-0.00226375,0.0216217,7.00975e-05,7.16e-05
-0.0022625,-0.0124912,-0.00127197,-3.72731e-05
-0.00226125,-0.0273949,-0.000936452,-8.79017e-05
-0.00226,-0.0264013,-0.000936452,-8.46008e-05
-0.00225875,-0.0264013,-0.000600936,-8.57154e-05
-0.0022575,-0.0260701,-0.000265419,-8.57298e-05
-0.00225625,-0.0260701,-0.000600936,-8.46151e-05
-0.002255,-0.0257389,-0.000600936,-8.35148e-05
-0.00225375,-0.0257389,-0.000936452,-8.24001e-05
-0.0022525,-0.0260701,-0.000600936,-8.46151e-05
-0.00225125,-0.0260701,-0.000600936,-8.46151e-05
-0.00225,-0.0260701,7.00975e-05,-8.68445e-05
-0.00224875,-0.0257389,-0.000265419,-8.46295e-05
-0.0022475,-0.0257389,-0.000265419,-8.46295e-05
-0.00224625,-0.0254077,-0.000265419,-8.35292e-05
-0.002245,-0.0250765,7.00975e-05,-8.35435e-05
-0.00224375,-0.0257389,-0.000265419,-8.46295e-05
-0.0022425,-0.0254077,-0.000265419,-8.35292e-05
-0.00224125,-0.0254077,-0.000265419,-8.35292e-05
-0.00224,-0.0254077,-0.000600936,-8.24145e-05
-0.00223875,-0.0257389,-0.000265419,-8.46295e-05
-0.0022375,-0.0260701,7.00975e-05,-8.68445e-05
-0.00223625,-0.0257389,-0.000265419,-8.46295e-05
-0.002235,-0.0257389,7.00975e-05,-8.57442e-05
-0.00223375,-0.0257389,-0.000265419,-8.46295e-05
-0.0022325,-0.0254077,-0.000265419,-8.35292e-05
-0.00223125,-0.0254077,-0.000600936,-8.24145e-05
-0.00223,-0.0254077,-0.000600936,-8.24145e-05
-0.00222875,-0.0254077,-0.000265419,-8.35292e-05
-0.0022275,-0.0254077,-0.000265419,-8.35292e-05
-0.00222625,-0.0250765,-0.000265419,-8.24289e-05
-0.002225,-0.0254077,7.00975e-05,-8.46439e-05
-0.00222375,-0.0250765,-0.000265419,-8.24289e-05
-0.0022225,-0.0254077,-0.000265419,-8.35292e-05
-0.00222125,-0.0254077,-0.000600936,-8.24145e-05
-0.00222,-0.0260701,-0.000265419,-8.57298e-05
-0.00221875,-0.0250765,-0.000265419,-8.24289e-05
-0.0022175,-0.0250765,-0.000600936,-8.13142e-05
-0.00221625,-0.0254077,-0.000265419,-8.35292e-05
-0.002215,-0.0254077,-0.000600936,-8.24145e-05
-0.00221375,-0.0254077,-0.000936452,-8.12998e-05
-0.0022125,-0.0254077,-0.000600936,-8.24145e-05
-0.00221125,-0.0254077,-0.000600936,-8.24145e-05
-0.00221,-0.0257389,-0.000600936,-8.35148e-05
-0.00220875,-0.0254077,-0.000600936,-8.24145e-05
-0.0022075,-0.0254077,-0.000600936,-8.24145e-05
-0.00220625,-0.0254077,-0.000936452,-8.12998e-05
-0.002205,-0.0250765,-0.000600936,-8.13142e-05
-0.00220375,-0.0257389,-0.000600936,-8.35148e-05
-0.0022025,-0.0254077,-0.000600936,-8.24145e-05
-0.00220125,-0.0254077,-0.000600936,-8.24145e-05
-0.0022,-0.0257389,-0.000265419,-8.46295e-05
-0.00219875,-0.0260701,-0.000265419,-8.57298e-05
-0.0021975,-0.0257389,-0.000936452,-8.24001e-05
-0.00219625,-0.0257389,-0.000265419,-8.46295e-05
-0.002195,-0.0254077,-0.000265419,-8.35292e-05
-0.00219375,-0.0257389,-0.000600936,-8.35148e-05
-0.0021925,-0.0257389,-0.000600936,-8.35148e-05
-0.00219125,-0.0250765,-0.000265419,-8.24289e-05
-0.00219,-0.0250765,-0.000600936,-8.13142e-05
-0.00218875,-0.0254077,-0.000936452,-8.12998e-05
-0.0021875,-0.0254077,-0.000265419,-8.35292e-05
-0.00218625,-0.0254077,-0.000936452,-8.12998e-05
-0.002185,-0.0254077,-0.000265419,-8.35292e-05
-0.00218375,-0.0254077,-0.000600936,-8.24145e-05
-0.0021825,-0.0257389,7.00975e-05,-8.57442e-05
-0.00218125,-0.0257389,-0.000265419,-8.46295e-05
-0.00218,-0.0254077,-0.000265419,-8.35292e-05
-0.00217875,-0.0254077,-0.000265419,-8.35292e-05
-0.0021775,-0.0254077,-0.000265419,-8.35292e-05
-0.00217625,-0.0254077,-0.000600936,-8.24145e-05
-0.002175,-0.0254077,-0.000265419,-8.35292e-05
-0.00217375,-0.0260701,-0.000600936,-8.46151e-05
-0.0021725,-0.0257389,-0.000600936,-8.35148e-05
-0.00217125,-0.0254077,-0.000600936,-8.24145e-05
-0.00217,-0.0250765,-0.000936452,-8.01995e-05
-0.00216875,-0.0254077,-0.000600936,-8.24145e-05
-0.0021675,-0.0254077,-0.000600936,-8.24145e-05
-0.00216625,-0.0254077,-0.000600936,-8.24145e-05
-0.002165,-0.0254077,-0.000600936,-8.24145e-05
-0.00216375,-0.0257389,-0.000936452,-8.24001e-05
-0.0021625,-0.0257389,-0.000936452,-8.24001e-05
-0.00216125,-0.0257389,-0.000936452,-8.24001e-05
-0.00216,-0.0254077,-0.000936452,-8.12998e-05
-0.00215875,-0.0250765,-0.000600936,-8.13142e-05
-0.0021575,-0.0257389,-0.000265419,-8.46295e-05
-0.00215625,-0.0254077,-0.000265419,-8.35292e-05
-0.002155,-0.0254077,-0.000600936,-8.24145e-05
-0.00215375,-0.0257389,-0.000936452,-8.24001e-05
-0.0021525,-0.0254077,-0.000936452,-8.12998e-05
-0.00215125,-0.0250765,-0.00127197,-7.90849e-05
-0.00215,-0.0250765,-0.000936452,-8.01995e-05
-0.00214875,-0.0254077,-0.00127197,-8.01852e-05
-0.0021475,-0.0254077,-0.000936452,-8.12998e-05
-0.00214625,-0.0254077,-0.000600936,-8.24145e-05
-0.002145,-0.0250765,-0.000600936,-8.13142e-05
-0.00214375,-0.0250765,-0.000600936,-8.13142e-05
-0.0021425,-0.0254077,-0.000936452,-8.12998e-05
-0.00214125,-0.0254077,-0.000600936,-8.24145e-05
-0.00214,-0.0250765,-0.000600936,-8.13142e-05
-0.00213875,-0.0254077,-0.000600936,-8.24145e-05
-0.0021375,-0.0254077,-0.000265419,-8.35292e-05
-0.00213625,-0.0254077,-0.000600936,-8.24145e-05
-0.002135,-0.0250765,-0.000600936,-8.13142e-05
-0.00213375,-0.0247453,-0.000600936,-8.02139e-05
-0.0021325,-0.0250765,-0.000600936,-8.13142e-05
-0.00213125,-0.0247453,-0.000600936,-8.02139e-05
-0.00213,-0.0250765,-0.000600936,-8.13142e-05
-0.00212875,-0.0254077,-0.000600936,-8.24145e-05
-0.0021275,-0.0247453,-0.000600936,-8.02139e-05
-0.00212625,-0.0250765,-0.000265419,-8.24289e-05
-0.002125,-0.0250765,-0.000600936,-8.13142e-05
-0.00212375,-0.0250765,-0.000600936,-8.13142e-05
-0.0021225,-0.0247453,-0.000936452,-7.90992e-05
-0.00212125,-0.0240829,-0.000936452,-7.68986e-05
-0.00212,-0.0240829,-0.000600936,-7.80133e-05
-0.00211875,-0.0250765,-0.000600936,-8.13142e-05
-0.0021175,-0.0250765,-0.000600936,-8.13142e-05
-0.00211625,-0.0244141,7.00975e-05,-8.13429e-05
-0.002115,-0.0244141,-0.000265419,-8.02283e-05
-0.00211375,-0.0247453,-0.000600936,-8.02139e-05
-0.0021125,-0.0250765,-0.000600936,-8.13142e-05
-0.00211125,-0.0247453,-0.000600936,-8.02139e-05
-0.00211,-0.0240829,-0.000600936,-7.80133e-05
-0.00210875,-0.0244141,-0.000600936,-7.91136e-05
-0.0021075,-0.0244141,-0.000600936,-7.91136e-05
-0.00210625,-0.0247453,-0.000936452,-7.90992e-05
-0.002105,-0.0247453,-0.000936452,-7.90992e-05
-0.00210375,-0.0247453,-0.000600936,-8.02139e-05
-0.0021025,0.016985,0.000741131,5.39663e-05
-0.00210125,0.0232777,0.000741131,7.48722e-05
-0.0021,0.0229465,7.00975e-05,7.60012e-05
-0.00209875,0.0226153,-0.000265419,7.60156e-05
-0.0020975,0.0229465,-0.000600936,7.82306e-05
-0.00209625,0.0222841,-0.000600936,7.60299e-05
-0.002095,0.0226153,-0.000600936,7.71302e-05
-0.00209375,0.0219529,-0.000600936,7.49296e-05
-0.0020925,0.0222841,-0.000600936,7.60299e-05
-0.00209125,0.0226153,-0.000265419,7.60156e-05
-0.00209,0.0226153,-0.000600936,7.71302e-05
-0.00208875,0.0222841,-0.000600936,7.60299e-05
-0.0020875,0.0219529,-0.000265419,7.3815e-05
-0.00208625,0.0222841,-0.000265419,7.49153e-05
-0.002085,0.0222841,-0.000600936,7.60299e-05
-0.00208375,0.0219529,-0.000600936,7.49296e-05
-0.0020825,0.0219529,-0.000600936,7.49296e-05
-0.00208125,0.0222841,-0.000265419,7.49153e-05
-0.00208,0.0226153,-0.000265419,7.60156e-05
-0.00207875,0.0222841,-0.000265419,7.49153e-05
-0.0020775,0.0219529,-0.000936452,7.60443e-05
-0.00207625,0.0219529,-0.000600936,7.49296e-05
-0.002075,0.0222841,7.00975e-05,7.38006e-05
-0.00207375,0.0226153,-0.000265419,7.60156e-05
-0.0020725,0.0222841,-0.000600936,7.60299e-05
-0.00207125,0.0222841,-0.000600936,7.60299e-05
-0.00207,0.0222841,-0.000600936,7.60299e-05
-0.00206875,0.0219529,-0.000600936,7.49296e-05
-0.0020675,0.0222841,-0.000600936,7.60299e-05
-0.00206625,0.0222841,-0.000936452,7.71446e-05
-0.002065,0.0222841,-0.000600936,7.60299e-05
-0.00206375,0.0219529,-0.000936452,7.60443e-05
-0.0020625,0.0219529,-0.000600936,7.49296e-05
-0.00206125,0.0222841,-0.000265419,7.49153e-05
-0.00206,0.0226153,-0.000265419,7.60156e-05
-0.00205875,0.0219529,-0.000600936,7.49296e-05
-0.0020575,0.0219529,-0.000600936,7.49296e-05
-0.00205625,0.0222841,-0.000600936,7.60299e-05
-0.002055,0.0222841,-0.000265419,7.49153e-05
-0.00205375,0.0216217,-0.000936452,7.4944e-05
-0.0020525,0.0222841,-0.000600936,7.60299e-05
-0.00205125,0.0222841,-0.000600936,7.60299e-05
-0.00205,0.0222841,-0.000265419,7.49153e-05
-0.00204875,0.0219529,-0.000600936,7.49296e-05
-0.0020475,0.0222841,-0.000600936,7.60299e-05
-0.00204625,0.0222841,-0.000265419,7.49153e-05
-0.002045,0.0222841,-0.000265419,7.49153e-05
-0.00204375,0.0222841,-0.000600936,7.60299e-05
-0.0020425,0.0219529,-0.000600936,7.49296e-05
-0.00204125,0.0222841,-0.000265419,7.49153e-05
-0.00204,0.0216217,-0.000600936,7.38293e-05
-0.00203875,0.0219529,-0.000600936,7.49296e-05
-0.0020375,0.0219529,-0.000600936,7.49296e-05
-0.00203625,0.0212905,-0.000600936,7.2729e-05
-0.002035,0.0216217,-0.000600936,7.38293e-05
-0.00203375,0.0212905,-0.000600936,7.2729e-05
-0.0020325,0.0212905,-0.000936452,7.38437e-05
-0.00203125,0.0219529,-0.000600936,7.49296e-05
-0.00203,0.0219529,-0.000600936,7.49296e-05
-0.00202875,0.0216217,-0.000936452,7.4944e-05
-0.0020275,0.0212905,-0.000600936,7.2729e-05
-0.00202625,0.0219529,-0.000936452,7.60443e-05
-0.002025,0.0216217,-0.000600936,7.38293e-05
-0.00202375,0.0212905,-0.000265419,7.16143e-05
-0.0020225,0.0212905,-0.000936452,7.38437e-05
-0.00202125,0.0212905,-0.000600936,7.2729e-05
-0.00202,0.0216217,-0.000265419,7.27146e-05
-0.00201875,0.0219529,-0.000600936,7.49296e-05
-0.0020175,0.0216217,-0.000600936,7.38293e-05
-0.00201625,0.0216217,-0.000936452,7.4944e-05
-0.002015,0.0216217,-0.000600936,7.38293e-05
-0.00201375,0.0219529,-0.000265419,7.3815e-05
-0.0020125,0.0216217,-0.000600936,7.38293e-05
-0.00201125,0.0222841,-0.000600936,7.60299e-05
-0.00201,0.0222841,-0.000265419,7.49153e-05
