#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 16:04:16.854
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.95 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -500 mV
#Channel 2: Range: 500 mV/div Offset: -500 mV
#Math 1: Function: (C1-C2)/301

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
0.000575,0.0216217,-0.000600936,7.38293e-05
0.00057625,0.0219529,-0.000265419,7.3815e-05
0.0005775,0.0222841,-0.000265419,7.49153e-05
0.00057875,0.0219529,0.000405614,7.15856e-05
0.00058,0.0216217,7.00975e-05,7.16e-05
0.00058125,0.0219529,7.00975e-05,7.27003e-05
0.0005825,0.0216217,0.000405614,7.04853e-05
0.00058375,0.0222841,7.00975e-05,7.38006e-05
0.000585,0.0219529,7.00975e-05,7.27003e-05
0.00058625,0.0216217,7.00975e-05,7.16e-05
0.0005875,0.0216217,0.000405614,7.04853e-05
0.00058875,0.0222841,0.000405614,7.26859e-05
0.00059,0.0219529,0.000405614,7.15856e-05
0.00059125,0.0219529,7.00975e-05,7.27003e-05
0.0005925,0.0219529,-0.000265419,7.3815e-05
0.00059375,0.0222841,-0.000265419,7.49153e-05
0.000595,0.0216217,-0.000265419,7.27146e-05
0.00059625,0.0216217,-0.000265419,7.27146e-05
0.0005975,0.0216217,7.00975e-05,7.16e-05
0.00059875,0.0219529,7.00975e-05,7.27003e-05
0.0006,0.0222841,7.00975e-05,7.38006e-05
0.00060125,0.0216217,0.000405614,7.04853e-05
0.0006025,0.0216217,-0.000265419,7.27146e-05
0.00060375,0.0219529,-0.000600936,7.49296e-05
0.000605,0.0216217,-0.000265419,7.27146e-05
0.00060625,0.0216217,-0.000265419,7.27146e-05
0.0006075,0.0216217,-0.000265419,7.27146e-05
0.00060875,0.0219529,-0.000600936,7.49296e-05
0.00061,0.0222841,7.00975e-05,7.38006e-05
0.00061125,0.0212905,0.000405614,6.9385e-05
0.0006125,0.0212905,7.00975e-05,7.04997e-05
0.00061375,-0.019115,-0.00127197,-5.92793e-05
0.000615,-0.0267325,-0.000600936,-8.68157e-05
0.00061625,-0.0267325,-0.000600936,-8.68157e-05
0.0006175,-0.0264013,-0.000265419,-8.68301e-05
0.00061875,-0.0257389,-0.000936452,-8.24001e-05
0.00062,-0.0254077,-0.000265419,-8.35292e-05
0.00062125,-0.0257389,-0.000265419,-8.46295e-05
0.0006225,-0.0260701,-0.000265419,-8.57298e-05
0.00062375,-0.0260701,7.00975e-05,-8.68445e-05
0.000625,-0.0260701,-0.000265419,-8.57298e-05
0.00062625,-0.0260701,-0.000265419,-8.57298e-05
0.0006275,-0.0257389,-0.000600936,-8.35148e-05
0.00062875,-0.0260701,-0.000600936,-8.46151e-05
0.00063,-0.0254077,-0.000600936,-8.24145e-05
0.00063125,-0.0254077,7.00975e-05,-8.46439e-05
0.0006325,-0.0260701,-0.000265419,-8.57298e-05
0.00063375,-0.0257389,7.00975e-05,-8.57442e-05
0.000635,-0.0257389,7.00975e-05,-8.57442e-05
0.00063625,-0.0257389,-0.000265419,-8.46295e-05
0.0006375,-0.0260701,-0.000265419,-8.57298e-05
0.00063875,-0.0257389,-0.000265419,-8.46295e-05
0.00064,-0.0250765,-0.000265419,-8.24289e-05
0.00064125,-0.0254077,-0.000265419,-8.35292e-05
0.0006425,-0.0254077,-0.000265419,-8.35292e-05
0.00064375,-0.0254077,-0.000600936,-8.24145e-05
0.000645,-0.0250765,-0.000600936,-8.13142e-05
0.00064625,-0.0250765,-0.000600936,-8.13142e-05
0.0006475,-0.0257389,-0.000265419,-8.46295e-05
0.00064875,-0.0254077,-0.000265419,-8.35292e-05
0.00065,-0.0250765,-0.000265419,-8.24289e-05
0.00065125,-0.0254077,7.00975e-05,-8.46439e-05
0.0006525,-0.0250765,-0.000265419,-8.24289e-05
0.00065375,-0.0254077,7.00975e-05,-8.46439e-05
0.000655,-0.0257389,-0.000265419,-8.46295e-05
0.00065625,-0.0257389,7.00975e-05,-8.57442e-05
0.0006575,-0.0254077,7.00975e-05,-8.46439e-05
0.00065875,-0.0254077,7.00975e-05,-8.46439e-05
0.00066,-0.0254077,0.000405614,-8.57585e-05
0.00066125,-0.0254077,-0.000265419,-8.35292e-05
0.0006625,-0.0247453,-0.000265419,-8.13286e-05
0.00066375,-0.0254077,7.00975e-05,-8.46439e-05
0.000665,-0.0247453,7.00975e-05,-8.24432e-05
0.00066625,-0.0247453,7.00975e-05,-8.24432e-05
0.0006675,-0.0250765,-0.000265419,-8.24289e-05
0.00066875,-0.0247453,-0.000265419,-8.13286e-05
0.00067,-0.0250765,-0.000265419,-8.24289e-05
0.00067125,-0.0254077,-0.000265419,-8.35292e-05
0.0006725,-0.0254077,-0.000600936,-8.24145e-05
0.00067375,-0.0254077,-0.000265419,-8.35292e-05
0.000675,-0.0250765,-0.000265419,-8.24289e-05
0.00067625,-0.0250765,7.00975e-05,-8.35435e-05
0.0006775,-0.0250765,-0.000265419,-8.24289e-05
0.00067875,-0.0257389,7.00975e-05,-8.57442e-05
0.00068,-0.0250765,7.00975e-05,-8.35435e-05
0.00068125,-0.0250765,7.00975e-05,-8.35435e-05
0.0006825,-0.0254077,-0.000265419,-8.35292e-05
0.00068375,-0.0257389,-0.000265419,-8.46295e-05
0.000685,-0.0254077,-0.000265419,-8.35292e-05
0.00068625,-0.0250765,-0.000265419,-8.24289e-05
0.0006875,-0.0247453,-0.000600936,-8.02139e-05
0.00068875,-0.0250765,-0.000600936,-8.13142e-05
0.00069,-0.0254077,7.00975e-05,-8.46439e-05
0.00069125,-0.0254077,7.00975e-05,-8.46439e-05
0.0006925,-0.0250765,-0.000265419,-8.24289e-05
0.00069375,-0.0250765,-0.000265419,-8.24289e-05
0.000695,-0.0247453,-0.000265419,-8.13286e-05
0.00069625,-0.0254077,-0.000265419,-8.35292e-05
0.0006975,-0.0250765,-0.000265419,-8.24289e-05
0.00069875,-0.0254077,7.00975e-05,-8.46439e-05
0.0007,-0.0250765,7.00975e-05,-8.35435e-05
0.00070125,-0.0247453,-0.000265419,-8.13286e-05
0.0007025,-0.0247453,-0.000600936,-8.02139e-05
0.00070375,-0.0250765,-0.000600936,-8.13142e-05
0.000705,-0.0250765,-0.000600936,-8.13142e-05
0.00070625,-0.0247453,-0.000600936,-8.02139e-05
0.0007075,-0.0244141,-0.000265419,-8.02283e-05
0.00070875,-0.0247453,7.00975e-05,-8.24432e-05
0.00071,-0.0247453,7.00975e-05,-8.24432e-05
0.00071125,-0.0247453,7.00975e-05,-8.24432e-05
0.0007125,-0.0250765,-0.000265419,-8.24289e-05
0.00071375,-0.0244141,-0.000265419,-8.02283e-05
0.000715,-0.0244141,7.00975e-05,-8.13429e-05
0.00071625,-0.0244141,7.00975e-05,-8.13429e-05
0.0007175,-0.0247453,-0.000265419,-8.13286e-05
0.00071875,-0.0247453,-0.000265419,-8.13286e-05
0.00072,-0.0247453,-0.000265419,-8.13286e-05
0.00072125,-0.0244141,-0.000265419,-8.02283e-05
0.0007225,-0.0244141,-0.000265419,-8.02283e-05
0.00072375,-0.0247453,-0.000265419,-8.13286e-05
0.000725,-0.0250765,0.000405614,-8.46582e-05
0.00072625,-0.0247453,-0.000265419,-8.13286e-05
0.0007275,-0.0240829,-0.000265419,-7.9128e-05
0.00072875,-0.0247453,-0.000600936,-8.02139e-05
0.00073,-0.0244141,-0.000265419,-8.02283e-05
0.00073125,-0.0244141,-0.000265419,-8.02283e-05
0.0007325,-0.0247453,-0.000265419,-8.13286e-05
0.00073375,-0.0240829,-0.000265419,-7.9128e-05
0.000735,-0.0247453,7.00975e-05,-8.24432e-05
0.00073625,-0.0244141,7.00975e-05,-8.13429e-05
0.0007375,-0.0244141,7.00975e-05,-8.13429e-05
0.00073875,-0.0250765,0.000405614,-8.46582e-05
0.00074,-0.0247453,7.00975e-05,-8.24432e-05
0.00074125,-0.0247453,7.00975e-05,-8.24432e-05
0.0007425,-0.0250765,7.00975e-05,-8.35435e-05
0.00074375,-0.0247453,-0.000265419,-8.13286e-05
0.000745,-0.0244141,-0.000265419,-8.02283e-05
0.00074625,-0.0240829,7.00975e-05,-8.02426e-05
0.0007475,-0.0244141,0.000405614,-8.24576e-05
0.00074875,-0.0247453,-0.000265419,-8.13286e-05
0.00075,-0.0240829,-0.000265419,-7.9128e-05
0.00075125,-0.0244141,-0.000265419,-8.02283e-05
0.0007525,-0.0240829,-0.000265419,-7.9128e-05
0.00075375,-0.0244141,7.00975e-05,-8.13429e-05
0.000755,-0.0244141,7.00975e-05,-8.13429e-05
0.00075625,-0.0240829,7.00975e-05,-8.02426e-05
0.0007575,-0.0244141,7.00975e-05,-8.13429e-05
0.00075875,-0.0240829,7.00975e-05,-8.02426e-05
0.00076,-0.0244141,0.000405614,-8.24576e-05
0.00076125,-0.0244141,0.000405614,-8.24576e-05
0.0007625,-0.0244141,0.000405614,-8.24576e-05
0.00076375,-0.0247453,0.000405614,-8.35579e-05
0.000765,-0.0247453,7.00975e-05,-8.24432e-05
0.00076625,-0.0237517,7.00975e-05,-7.91423e-05
0.0007675,-0.0240829,7.00975e-05,-8.02426e-05
0.00076875,-0.0240829,7.00975e-05,-8.02426e-05
0.00077,-0.0240829,-0.000265419,-7.9128e-05
0.00077125,-0.0240829,0.000405614,-8.13573e-05
0.0007725,-0.0230894,0.000405614,-7.80564e-05
0.00077375,0.0236088,0.00174768,7.26285e-05
0.000775,0.0242712,0.000741131,7.81731e-05
0.00077625,0.02394,0.000405614,7.81875e-05
0.0007775,0.0236088,0.000405614,7.70872e-05
0.00077875,0.02394,0.000405614,7.81875e-05
0.00078,0.0232777,7.00975e-05,7.71015e-05
0.00078125,0.0232777,0.000405614,7.59868e-05
0.0007825,0.0232777,7.00975e-05,7.71015e-05
0.00078375,0.0229465,7.00975e-05,7.60012e-05
0.000785,0.0236088,7.00975e-05,7.82018e-05
0.00078625,0.0229465,7.00975e-05,7.60012e-05
0.0007875,0.0229465,7.00975e-05,7.60012e-05
0.00078875,0.0229465,0.000405614,7.48865e-05
0.00079,0.0232777,7.00975e-05,7.71015e-05
0.00079125,0.0229465,7.00975e-05,7.60012e-05
0.0007925,0.0229465,7.00975e-05,7.60012e-05
0.00079375,0.0229465,0.000405614,7.48865e-05
0.000795,0.0229465,0.000405614,7.48865e-05
0.00079625,0.0226153,-0.000265419,7.60156e-05
0.0007975,0.0226153,-0.000265419,7.60156e-05
0.00079875,0.0226153,-0.000265419,7.60156e-05
0.0008,0.0229465,7.00975e-05,7.60012e-05
0.00080125,0.0226153,0.000405614,7.37862e-05
0.0008025,0.0226153,7.00975e-05,7.49009e-05
0.00080375,0.0226153,7.00975e-05,7.49009e-05
0.000805,0.0226153,7.00975e-05,7.49009e-05
0.00080625,0.0229465,0.000405614,7.48865e-05
0.0008075,0.0232777,7.00975e-05,7.71015e-05
0.00080875,0.0229465,-0.000265419,7.71159e-05
0.00081,0.0219529,0.000405614,7.15856e-05
0.00081125,0.0232777,0.000405614,7.59868e-05
0.0008125,0.0229465,0.000405614,7.48865e-05
0.00081375,0.0226153,7.00975e-05,7.49009e-05
0.000815,0.0229465,7.00975e-05,7.60012e-05
0.00081625,0.0226153,7.00975e-05,7.49009e-05
0.0008175,0.0226153,0.000405614,7.37862e-05
0.00081875,0.0232777,7.00975e-05,7.71015e-05
0.00082,0.0229465,-0.000265419,7.71159e-05
0.00082125,0.0229465,0.000405614,7.48865e-05
0.0008225,0.0226153,7.00975e-05,7.49009e-05
0.00082375,0.0222841,0.000405614,7.26859e-05
0.000825,0.0222841,0.000405614,7.26859e-05
0.00082625,0.0226153,7.00975e-05,7.49009e-05
0.0008275,0.0226153,7.00975e-05,7.49009e-05
0.00082875,0.0226153,7.00975e-05,7.49009e-05
0.00083,0.0229465,7.00975e-05,7.60012e-05
0.00083125,0.0222841,7.00975e-05,7.38006e-05
0.0008325,0.0226153,7.00975e-05,7.49009e-05
0.00083375,0.0226153,-0.000600936,7.71302e-05
0.000835,0.0212905,-0.000600936,7.2729e-05
0.00083625,0.0212905,-0.000936452,7.38437e-05
0.0008375,0.0216217,-0.000600936,7.38293e-05
0.00083875,0.0219529,-0.000600936,7.49296e-05
0.00084,0.0216217,-0.000600936,7.38293e-05
0.00084125,0.0219529,7.00975e-05,7.27003e-05
0.0008425,0.0219529,-0.000600936,7.49296e-05
0.00084375,0.0216217,-0.000600936,7.38293e-05
0.000845,0.0222841,-0.000600936,7.60299e-05
0.00084625,0.0219529,-0.000265419,7.3815e-05
0.0008475,0.0219529,-0.000265419,7.3815e-05
0.00084875,0.0219529,-0.000265419,7.3815e-05
0.00085,0.0219529,-0.000265419,7.3815e-05
0.00085125,0.0219529,-0.000600936,7.49296e-05
0.0008525,0.0222841,-0.000265419,7.49153e-05
0.00085375,0.0219529,-0.000600936,7.49296e-05
0.000855,0.0222841,7.00975e-05,7.38006e-05
0.00085625,0.0222841,7.00975e-05,7.38006e-05
0.0008575,0.0219529,7.00975e-05,7.27003e-05
0.00085875,0.0222841,7.00975e-05,7.38006e-05
0.00086,0.0222841,7.00975e-05,7.38006e-05
0.00086125,0.0219529,-0.000265419,7.3815e-05
0.0008625,0.0222841,-0.000265419,7.49153e-05
0.00086375,0.0219529,-0.000265419,7.3815e-05
0.000865,0.0219529,7.00975e-05,7.27003e-05
0.00086625,0.0219529,7.00975e-05,7.27003e-05
0.0008675,0.0219529,0.000405614,7.15856e-05
0.00086875,0.0222841,7.00975e-05,7.38006e-05
0.00087,0.0222841,-0.000265419,7.49153e-05
0.00087125,0.0222841,7.00975e-05,7.38006e-05
0.0008725,0.0222841,7.00975e-05,7.38006e-05
0.00087375,0.0222841,7.00975e-05,7.38006e-05
0.000875,0.0222841,7.00975e-05,7.38006e-05
0.00087625,0.0219529,0.000405614,7.15856e-05
0.0008775,0.0222841,-0.000265419,7.49153e-05
0.00087875,0.0222841,-0.000265419,7.49153e-05
0.00088,0.0219529,0.000405614,7.15856e-05
0.00088125,0.0222841,0.000405614,7.26859e-05
0.0008825,0.0219529,0.000405614,7.15856e-05
0.00088375,0.0219529,-0.000265419,7.3815e-05
0.000885,0.0219529,7.00975e-05,7.27003e-05
0.00088625,0.0219529,7.00975e-05,7.27003e-05
0.0008875,0.0219529,-0.000265419,7.3815e-05
0.00088875,0.0219529,-0.000265419,7.3815e-05
0.00089,0.0216217,7.00975e-05,7.16e-05
0.00089125,0.0219529,7.00975e-05,7.27003e-05
0.0008925,0.0216217,7.00975e-05,7.16e-05
0.00089375,0.0216217,7.00975e-05,7.16e-05
0.000895,0.0219529,0.000405614,7.15856e-05
0.00089625,0.0222841,7.00975e-05,7.38006e-05
0.0008975,0.0219529,0.000741131,7.04709e-05
0.00089875,0.0219529,0.000741131,7.04709e-05
0.0009,0.0219529,7.00975e-05,7.27003e-05
0.00090125,0.0219529,0.000405614,7.15856e-05
0.0009025,0.0216217,7.00975e-05,7.16e-05
0.00090375,0.0219529,0.000405614,7.15856e-05
0.000905,0.0219529,-0.000265419,7.3815e-05
0.00090625,0.0219529,7.00975e-05,7.27003e-05
0.0009075,0.0222841,-0.000265419,7.49153e-05
0.00090875,0.0216217,7.00975e-05,7.16e-05
0.00091,0.0222841,-0.000265419,7.49153e-05
0.00091125,0.0216217,-0.000265419,7.27146e-05
0.0009125,0.0212905,-0.000265419,7.16143e-05
0.00091375,0.0219529,-0.000265419,7.3815e-05
0.000915,0.0216217,-0.000265419,7.27146e-05
0.00091625,0.0219529,-0.000600936,7.49296e-05
0.0009175,0.0216217,-0.000936452,7.4944e-05
0.00091875,0.0216217,-0.000600936,7.38293e-05
0.00092,0.0219529,-0.000265419,7.3815e-05
0.00092125,0.0212905,-0.000600936,7.2729e-05
0.0009225,0.0212905,-0.000265419,7.16143e-05
0.00092375,0.0219529,7.00975e-05,7.27003e-05
0.000925,0.0219529,0.000405614,7.15856e-05
0.00092625,0.0219529,-0.000265419,7.3815e-05
0.0009275,0.0216217,-0.000600936,7.38293e-05
0.00092875,0.0219529,-0.000265419,7.3815e-05
0.00093,0.0219529,-0.000265419,7.3815e-05
0.00093125,0.0216217,-0.000265419,7.27146e-05
0.0009325,0.0123483,-0.000600936,4.30207e-05
0.00093375,-0.0270637,-0.00127197,-8.56867e-05
0.000935,-0.0267325,-0.000600936,-8.68157e-05
0.00093625,-0.0264013,-0.000600936,-8.57154e-05
0.0009375,-0.0264013,-0.000600936,-8.57154e-05
0.00093875,-0.0260701,-0.000600936,-8.46151e-05
0.00094,-0.0257389,7.00975e-05,-8.57442e-05
0.00094125,-0.0257389,-0.000600936,-8.35148e-05
0.0009425,-0.0257389,-0.000600936,-8.35148e-05
0.00094375,-0.0254077,-0.000600936,-8.24145e-05
0.000945,-0.0254077,-0.000600936,-8.24145e-05
0.00094625,-0.0257389,-0.000265419,-8.46295e-05
0.0009475,-0.0260701,7.00975e-05,-8.68445e-05
0.00094875,-0.0257389,-0.000265419,-8.46295e-05
0.00095,-0.0257389,-0.000265419,-8.46295e-05
0.00095125,-0.0254077,-0.000600936,-8.24145e-05
0.0009525,-0.0257389,-0.000265419,-8.46295e-05
0.00095375,-0.0257389,7.00975e-05,-8.57442e-05
0.000955,-0.0257389,-0.000265419,-8.46295e-05
0.00095625,-0.0254077,-0.000600936,-8.24145e-05
0.0009575,-0.0254077,-0.000936452,-8.12998e-05
0.00095875,-0.0254077,-0.000600936,-8.24145e-05
0.00096,-0.0254077,-0.000265419,-8.35292e-05
0.00096125,-0.0257389,-0.000600936,-8.35148e-05
0.0009625,-0.0257389,-0.000600936,-8.35148e-05
0.00096375,-0.0254077,-0.000265419,-8.35292e-05
0.000965,-0.0260701,-0.000265419,-8.57298e-05
0.00096625,-0.0257389,7.00975e-05,-8.57442e-05
0.0009675,-0.0257389,-0.000600936,-8.35148e-05
0.00096875,-0.0254077,-0.000600936,-8.24145e-05
0.00097,-0.0250765,-0.000265419,-8.24289e-05
0.00097125,-0.0250765,-0.000600936,-8.13142e-05
0.0009725,-0.0257389,-0.000600936,-8.35148e-05
0.00097375,-0.0257389,-0.000265419,-8.46295e-05
0.000975,-0.0260701,-0.000600936,-8.46151e-05
0.00097625,-0.0260701,-0.000265419,-8.57298e-05
0.0009775,-0.0257389,-0.000600936,-8.35148e-05
0.00097875,-0.0257389,-0.000936452,-8.24001e-05
0.00098,-0.0254077,-0.000600936,-8.24145e-05
0.00098125,-0.0257389,-0.000936452,-8.24001e-05
0.0009825,-0.0257389,-0.000600936,-8.35148e-05
0.00098375,-0.0257389,-0.000265419,-8.46295e-05
0.000985,-0.0257389,-0.000265419,-8.46295e-05
0.00098625,-0.0257389,-0.000600936,-8.35148e-05
0.0009875,-0.0257389,-0.000600936,-8.35148e-05
0.00098875,-0.0257389,-0.000265419,-8.46295e-05
0.00099,-0.0254077,-0.000600936,-8.24145e-05
0.00099125,-0.0254077,-0.000600936,-8.24145e-05
0.0009925,-0.0250765,-0.000936452,-8.01995e-05
0.00099375,-0.0254077,-0.000265419,-8.35292e-05
0.000995,-0.0254077,-0.000936452,-8.12998e-05
0.00099625,-0.0257389,-0.000936452,-8.24001e-05
0.0009975,-0.0257389,-0.000600936,-8.35148e-05
0.00099875,-0.0254077,-0.000265419,-8.35292e-05
0.001,-0.0257389,-0.000265419,-8.46295e-05
0.00100125,-0.0247453,-0.000600936,-8.02139e-05
0.0010025,-0.0254077,-0.000600936,-8.24145e-05
0.00100375,-0.0254077,-0.000265419,-8.35292e-05
0.001005,-0.0254077,-0.000600936,-8.24145e-05
0.00100625,-0.0257389,-0.000936452,-8.24001e-05
0.0010075,-0.0254077,-0.000936452,-8.12998e-05
0.00100875,-0.0254077,-0.000600936,-8.24145e-05
0.00101,-0.0254077,-0.000600936,-8.24145e-05
0.00101125,-0.0254077,-0.00127197,-8.01852e-05
0.0010125,-0.0257389,-0.000600936,-8.35148e-05
0.00101375,-0.0250765,-0.000265419,-8.24289e-05
0.001015,-0.0254077,-0.000600936,-8.24145e-05
0.00101625,-0.0254077,-0.000265419,-8.35292e-05
0.0010175,-0.0254077,-0.000600936,-8.24145e-05
0.00101875,-0.0247453,-0.000600936,-8.02139e-05
0.00102,-0.0250765,-0.000265419,-8.24289e-05
0.00102125,-0.0250765,-0.000265419,-8.24289e-05
0.0010225,-0.0250765,-0.000600936,-8.13142e-05
0.00102375,-0.0257389,-0.000600936,-8.35148e-05
0.001025,-0.0254077,-0.000265419,-8.35292e-05
0.00102625,-0.0250765,-0.000600936,-8.13142e-05
0.0010275,-0.0254077,-0.000265419,-8.35292e-05
0.00102875,-0.0257389,-0.000600936,-8.35148e-05
0.00103,-0.0254077,-0.000265419,-8.35292e-05
0.00103125,-0.0247453,7.00975e-05,-8.24432e-05
0.0010325,-0.0250765,-0.000265419,-8.24289e-05
0.00103375,-0.0247453,-0.000265419,-8.13286e-05
0.001035,-0.0250765,-0.000600936,-8.13142e-05
0.00103625,-0.0254077,-0.000936452,-8.12998e-05
0.0010375,-0.0257389,-0.000265419,-8.46295e-05
0.00103875,-0.0250765,0.000405614,-8.46582e-05
0.00104,-0.0247453,-0.000265419,-8.13286e-05
0.00104125,-0.0247453,-0.000265419,-8.13286e-05
0.0010425,-0.0247453,-0.000936452,-7.90992e-05
0.00104375,-0.0247453,-0.000265419,-8.13286e-05
0.001045,-0.0247453,-0.000265419,-8.13286e-05
0.00104625,-0.0250765,-0.000265419,-8.24289e-05
0.0010475,-0.0250765,-0.000265419,-8.24289e-05
0.00104875,-0.0250765,-0.000265419,-8.24289e-05
0.00105,-0.0250765,-0.000600936,-8.13142e-05
0.00105125,-0.0247453,-0.000265419,-8.13286e-05
0.0010525,-0.0247453,-0.000265419,-8.13286e-05
0.00105375,-0.0247453,-0.000265419,-8.13286e-05
0.001055,-0.0247453,-0.000600936,-8.02139e-05
0.00105625,-0.0247453,-0.000265419,-8.13286e-05
0.0010575,-0.0254077,-0.000600936,-8.24145e-05
0.00105875,-0.0250765,-0.000265419,-8.24289e-05
0.00106,-0.0244141,-0.000265419,-8.02283e-05
0.00106125,-0.0244141,-0.000265419,-8.02283e-05
0.0010625,-0.0247453,-0.000600936,-8.02139e-05
0.00106375,-0.0247453,-0.000600936,-8.02139e-05
0.001065,-0.0254077,7.00975e-05,-8.46439e-05
0.00106625,-0.0250765,-0.000265419,-8.24289e-05
0.0010675,-0.0247453,-0.000265419,-8.13286e-05
0.00106875,-0.0250765,-0.000600936,-8.13142e-05
0.00107,-0.0247453,-0.000265419,-8.13286e-05
0.00107125,-0.0250765,-0.000265419,-8.24289e-05
0.0010725,-0.0254077,-0.000936452,-8.12998e-05
0.00107375,-0.0247453,-0.000265419,-8.13286e-05
0.001075,-0.0247453,-0.000265419,-8.13286e-05
0.00107625,-0.0247453,-0.000265419,-8.13286e-05
0.0010775,-0.0250765,-0.000600936,-8.13142e-05
0.00107875,-0.0247453,-0.000265419,-8.13286e-05
0.00108,-0.0250765,-0.000265419,-8.24289e-05
0.00108125,-0.0247453,-0.000265419,-8.13286e-05
0.0010825,-0.0247453,-0.000265419,-8.13286e-05
0.00108375,-0.0247453,-0.000265419,-8.13286e-05
0.001085,-0.0247453,7.00975e-05,-8.24432e-05
0.00108625,-0.0247453,-0.000600936,-8.02139e-05
0.0010875,-0.0244141,-0.000600936,-7.91136e-05
0.00108875,-0.0244141,-0.000265419,-8.02283e-05
0.00109,-0.0244141,-0.000265419,-8.02283e-05
0.00109125,-0.0247453,-0.000600936,-8.02139e-05
0.0010925,-0.00752329,0.000405614,-2.63419e-05
0.00109375,0.02394,0.00107665,7.59581e-05
0.001095,0.0232777,0.000405614,7.59868e-05
0.00109625,0.0232777,7.00975e-05,7.71015e-05
0.0010975,0.0226153,-0.000265419,7.60156e-05
0.00109875,0.0226153,-0.000265419,7.60156e-05
0.0011,0.0229465,7.00975e-05,7.60012e-05
0.00110125,0.0226153,-0.000600936,7.71302e-05
0.0011025,0.0229465,-0.000600936,7.82306e-05
0.00110375,0.0229465,-0.000600936,7.82306e-05
0.001105,0.0226153,-0.000265419,7.60156e-05
0.00110625,0.0226153,7.00975e-05,7.49009e-05
0.0011075,0.0226153,-0.000265419,7.60156e-05
0.00110875,0.0226153,-0.000265419,7.60156e-05
0.00111,0.0226153,-0.000600936,7.71302e-05
0.00111125,0.0226153,-0.000600936,7.71302e-05
0.0011125,0.0226153,-0.000265419,7.60156e-05
0.00111375,0.0222841,-0.000600936,7.60299e-05
0.001115,0.0226153,-0.000600936,7.71302e-05
0.00111625,0.0222841,-0.000265419,7.49153e-05
0.0011175,0.0219529,-0.000265419,7.3815e-05
0.00111875,0.0222841,-0.000265419,7.49153e-05
0.00112,0.0219529,-0.000600936,7.49296e-05
0.00112125,0.0222841,-0.000265419,7.49153e-05
0.0011225,0.0222841,-0.000265419,7.49153e-05
0.00112375,0.0222841,-0.000600936,7.60299e-05
0.001125,0.0226153,0.000405614,7.37862e-05
0.00112625,0.0226153,-0.000265419,7.60156e-05
0.0011275,0.0226153,7.00975e-05,7.49009e-05
0.00112875,0.0226153,-0.000265419,7.60156e-05
0.00113,0.0229465,-0.000600936,7.82306e-05
0.00113125,0.0226153,-0.000600936,7.71302e-05
0.0011325,0.0222841,-0.000600936,7.60299e-05
0.00113375,0.0222841,7.00975e-05,7.38006e-05
0.001135,0.0222841,-0.000265419,7.49153e-05
0.00113625,0.0222841,-0.000265419,7.49153e-05
0.0011375,0.0222841,-0.000600936,7.60299e-05
0.00113875,0.0222841,7.00975e-05,7.38006e-05
0.00114,0.0219529,-0.000600936,7.49296e-05
0.00114125,0.0226153,7.00975e-05,7.49009e-05
0.0011425,0.0222841,-0.000265419,7.49153e-05
0.00114375,0.0219529,-0.000265419,7.3815e-05
0.001145,0.0216217,-0.000600936,7.38293e-05
0.00114625,0.0219529,-0.000265419,7.3815e-05
0.0011475,0.0222841,7.00975e-05,7.38006e-05
0.00114875,0.0219529,-0.000265419,7.3815e-05
0.00115,0.0216217,-0.000600936,7.38293e-05
0.00115125,0.0219529,-0.000265419,7.3815e-05
0.0011525,0.0219529,-0.000265419,7.3815e-05
0.00115375,0.0219529,7.00975e-05,7.27003e-05
0.001155,0.0226153,7.00975e-05,7.49009e-05
0.00115625,0.0226153,-0.000265419,7.60156e-05
0.0011575,0.0226153,-0.000265419,7.60156e-05
0.00115875,0.0226153,7.00975e-05,7.49009e-05
0.00116,0.0226153,7.00975e-05,7.49009e-05
0.00116125,0.0222841,7.00975e-05,7.38006e-05
0.0011625,0.0222841,-0.000265419,7.49153e-05
0.00116375,0.0222841,-0.000600936,7.60299e-05
0.001165,0.0226153,-0.000265419,7.60156e-05
0.00116625,0.0222841,-0.000265419,7.49153e-05
0.0011675,0.0222841,-0.000265419,7.49153e-05
0.00116875,0.0222841,7.00975e-05,7.38006e-05
0.00117,0.0219529,-0.000265419,7.3815e-05
0.00117125,0.0219529,-0.000265419,7.3815e-05
0.0011725,0.0222841,7.00975e-05,7.38006e-05
0.00117375,0.0222841,0.000405614,7.26859e-05
0.001175,0.0226153,7.00975e-05,7.49009e-05
0.00117625,0.0219529,7.00975e-05,7.27003e-05
0.0011775,0.0219529,7.00975e-05,7.27003e-05
0.00117875,0.0219529,7.00975e-05,7.27003e-05
0.00118,0.0222841,7.00975e-05,7.38006e-05
0.00118125,0.0222841,-0.000265419,7.49153e-05
0.0011825,0.0219529,-0.000265419,7.3815e-05
0.00118375,0.0222841,7.00975e-05,7.38006e-05
0.001185,0.0226153,-0.000265419,7.60156e-05
0.00118625,0.0219529,-0.000265419,7.3815e-05
0.0011875,0.0216217,-0.000265419,7.27146e-05
0.00118875,0.0216217,7.00975e-05,7.16e-05
