#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 15:58:00.707
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.95 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -500 mV
#Channel 2: Range: 500 mV/div Offset: -500 mV
#Math 2: Function: (C1-C2)/0.00017053

Time (s),Channel 1 (V),Channel 2 (V),Math 2 (Ω)
0.00014625,0.0196345,-0.000600936,118.662
0.0001475,0.0193033,-0.000600936,116.72
0.00014875,0.0189721,-0.000600936,114.778
0.00015,0.0196345,-0.000600936,118.662
0.00015125,0.0193033,-0.000600936,116.72
0.0001525,0.0189721,-0.000936452,116.745
0.00015375,0.0193033,-0.000600936,116.72
0.000155,0.0189721,-0.000600936,114.778
0.00015625,0.0193033,-0.000600936,116.72
0.0001575,0.0193033,-0.000600936,116.72
0.00015875,0.0189721,-0.000936452,116.745
0.00016,0.018641,-0.000600936,112.836
0.00016125,0.018641,-0.000936452,114.803
0.0001625,0.0189721,-0.000936452,116.745
0.00016375,0.0183098,-0.000936452,112.861
0.000165,0.0183098,-0.000265419,108.926
0.00016625,0.0183098,-0.000600936,110.894
0.0001675,0.0183098,-0.000936452,112.861
0.00016875,0.0179786,-0.000936452,110.919
0.00017,0.0179786,-0.000936452,110.919
0.00017125,0.0176474,-0.000600936,107.009
0.0001725,0.0179786,-0.000600936,108.952
0.00017375,0.0176474,-0.000936452,108.977
0.000175,0.0179786,-0.000936452,110.919
0.00017625,0.0179786,-0.000600936,108.952
0.0001775,0.0173162,-0.000600936,105.067
0.00017875,0.0179786,-0.000265419,106.984
0.00018,0.0179786,-0.000265419,106.984
0.00018125,0.0179786,-0.000265419,106.984
0.0001825,0.0176474,-0.000600936,107.009
0.00018375,0.00539324,-0.000936452,37.1177
0.000185,-0.0124912,-0.000936452,-67.7577
0.00018625,-0.0148095,-0.000265419,-85.2877
0.0001875,-0.0154719,0.000405614,-93.107
0.00018875,-0.0158031,7.00975e-05,-93.0816
0.00019,-0.0164655,7.00975e-05,-96.9659
0.00019125,-0.0171279,7.00975e-05,-100.85
0.0001925,-0.0177903,-0.000265419,-102.767
0.00019375,-0.0184527,-0.000936452,-102.716
0.000195,-0.0194462,-0.000600936,-110.51
0.00019625,-0.0197774,-0.000936452,-110.485
0.0001975,-0.0201086,-0.000600936,-114.394
0.00019875,-0.0204398,-0.000600936,-116.337
0.0002,-0.0204398,-0.000265419,-118.304
0.00020125,-0.0204398,-0.000265419,-118.304
0.0002025,-0.0211022,-0.000936452,-118.253
0.00020375,-0.0217646,-0.000600936,-124.105
0.000205,-0.0214334,-0.00127197,-118.228
0.00020625,-0.0214334,-0.00127197,-118.228
0.0002075,-0.0220958,-0.000936452,-124.08
0.00020875,-0.022427,-0.00127197,-124.054
0.00021,-0.022427,-0.000600936,-127.989
0.00021125,-0.022427,-0.000265419,-129.957
0.0002125,-0.0220958,-0.000600936,-126.047
0.00021375,-0.0227582,-0.000600936,-129.932
0.000215,-0.0230894,-0.000600936,-131.874
0.00021625,-0.0230894,-0.000265419,-133.841
0.0002175,-0.0230894,-0.000600936,-131.874
0.00021875,-0.0234205,-0.000936452,-131.848
0.00022,-0.0234205,-0.000600936,-133.816
0.00022125,-0.0237517,-0.000936452,-133.79
0.0002225,-0.0237517,-0.00127197,-131.823
0.00022375,-0.0237517,-0.00127197,-131.823
0.000225,-0.0237517,-0.000265419,-137.725
0.00022625,-0.0240829,-0.000265419,-139.668
0.0002275,-0.0234205,-0.000265419,-135.783
0.00022875,-0.0240829,-0.00127197,-133.765
0.00023,-0.0240829,-0.000936452,-135.733
0.00023125,-0.0240829,-0.000936452,-135.733
0.0002325,-0.0244141,-0.000936452,-137.675
0.00023375,-0.0240829,-0.000600936,-137.7
0.000235,-0.0240829,-0.000600936,-137.7
0.00023625,-0.0247453,-0.000265419,-143.552
0.0002375,-0.0247453,-0.000600936,-141.584
0.00023875,-0.0247453,-0.000936452,-139.617
0.00024,-0.0244141,-0.000600936,-139.642
0.00024125,-0.0240829,-0.000600936,-137.7
0.0002425,-0.0240829,-0.000936452,-135.733
0.00024375,-0.0250765,-0.000600936,-143.527
0.000245,-0.0244141,-0.000265419,-141.61
0.00024625,-0.0247453,-0.000600936,-141.584
0.0002475,-0.0247453,-0.000265419,-143.552
0.00024875,-0.0244141,-0.000600936,-139.642
0.00025,-0.0244141,-0.000600936,-139.642
0.00025125,-0.0244141,-0.000936452,-137.675
0.0002525,-0.0247453,-0.000265419,-143.552
0.00025375,-0.0250765,-0.000600936,-143.527
0.000255,-0.0247453,-0.000265419,-143.552
0.00025625,-0.0244141,-0.000600936,-139.642
0.0002575,-0.0247453,-0.000600936,-141.584
0.00025875,-0.0244141,-0.000265419,-141.61
0.00026,-0.0244141,-0.000600936,-139.642
0.00026125,-0.0247453,-0.000265419,-143.552
0.0002625,-0.0244141,-0.000600936,-139.642
0.00026375,-0.0250765,-0.000265419,-145.494
0.000265,-0.0250765,-0.000265419,-145.494
0.00026625,-0.0247453,-0.000265419,-143.552
0.0002675,-0.0244141,-0.000265419,-141.61
0.00026875,-0.0240829,-0.000600936,-137.7
0.00027,-0.0247453,-0.000936452,-139.617
0.00027125,-0.0240829,-0.000265419,-139.668
0.0002725,-0.0244141,-0.000265419,-141.61
0.00027375,-0.0240829,7.00975e-05,-141.635
0.000275,-0.0237517,7.00975e-05,-139.693
0.00027625,-0.0234205,7.00975e-05,-137.751
0.0002775,-0.0237517,7.00975e-05,-139.693
0.00027875,-0.0234205,7.00975e-05,-137.751
0.00028,-0.0234205,7.00975e-05,-137.751
0.00028125,-0.0234205,7.00975e-05,-137.751
0.0002825,-0.0234205,7.00975e-05,-137.751
0.00028375,-0.0234205,0.000741131,-141.686
0.000285,-0.0230894,0.000405614,-137.776
0.00028625,-0.0234205,7.00975e-05,-137.751
0.0002875,-0.0237517,7.00975e-05,-139.693
0.00028875,-0.0237517,0.000405614,-141.66
0.00029,-0.0234205,0.000405614,-139.718
0.00029125,-0.0234205,0.000741131,-141.686
0.0002925,-0.0234205,7.00975e-05,-137.751
0.00029375,-0.0234205,7.00975e-05,-137.751
0.000295,-0.0230894,0.000405614,-137.776
0.00029625,-0.0230894,0.000741131,-139.744
0.0002975,-0.022427,0.000741131,-135.859
0.00029875,-0.0230894,0.000405614,-137.776
0.0003,-0.022427,0.000741131,-135.859
0.00030125,-0.022427,0.000741131,-135.859
0.0003025,-0.022427,0.000741131,-135.859
0.00030375,-0.0230894,0.000405614,-137.776
0.000305,-0.0227582,7.00975e-05,-133.867
0.00030625,-0.0220958,0.000405614,-131.95
0.0003075,-0.0220958,0.000405614,-131.95
0.00030875,-0.0220958,0.000405614,-131.95
0.00031,-0.0220958,0.000741131,-133.917
0.00031125,-0.0227582,0.000405614,-135.834
0.0003125,-0.022427,0.000405614,-133.892
0.00031375,-0.0220958,0.000741131,-133.917
0.000315,-0.0217646,0.000741131,-131.975
0.00031625,-0.0217646,0.00107665,-133.943
0.0003175,-0.0220958,0.000405614,-131.95
0.00031875,-0.0220958,0.000741131,-133.917
0.00032,-0.0220958,0.000741131,-133.917
0.00032125,-0.022427,0.000741131,-135.859
0.0003225,-0.0217646,0.000741131,-131.975
0.00032375,-0.0217646,0.000741131,-131.975
0.000325,-0.0227582,7.00975e-05,-133.867
0.00032625,-0.0237517,7.00975e-05,-139.693
0.0003275,-0.0237517,-0.000265419,-137.725
0.00032875,-0.0237517,-0.000265419,-137.725
0.00033,-0.0237517,7.00975e-05,-139.693
0.00033125,-0.0234205,0.000405614,-139.718
0.0003325,-0.0237517,0.000741131,-143.628
0.00033375,-0.0234205,0.000405614,-139.718
0.000335,-0.0237517,7.00975e-05,-139.693
0.00033625,-0.0237517,0.000405614,-141.66
0.0003375,-0.0237517,0.000741131,-143.628
0.00033875,-0.0240829,0.000405614,-143.603
0.00034,-0.0240829,0.000405614,-143.603
0.00034125,-0.0237517,-0.000265419,-137.725
0.0003425,-0.0237517,0.000741131,-143.628
0.00034375,-0.00652971,0.000741131,-42.6367
0.000345,0.00870517,0.00174768,40.7992
0.00034625,0.0110235,0.000741131,60.2966
0.0003475,0.0120171,0.000741131,66.1231
0.00034875,0.0130107,0.000741131,71.9495
0.00035,0.0133419,0.000741131,73.8916
0.00035125,0.0143354,0.000405614,81.6855
0.0003525,0.015329,0.000741131,85.5444
0.00035375,0.0159914,0.000741131,89.4287
0.000355,0.0159914,0.000405614,91.3962
0.00035625,0.0166538,0.000405614,95.2805
0.0003575,0.016985,0.000741131,95.2551
0.00035875,0.0173162,0.000405614,99.1648
0.00036,0.0179786,0.000405614,103.049
0.00036125,0.0183098,0.000741131,103.024
0.0003625,0.018641,0.000405614,106.933
0.00036375,0.018641,7.00975e-05,108.901
0.000365,0.0193033,0.000741131,108.85
0.00036625,0.0199657,0.000741131,112.734
0.0003675,0.0199657,0.000405614,114.702
0.00036875,0.0196345,0.000405614,112.76
0.00037,0.0206281,0.000741131,116.619
0.00037125,0.0202969,0.00107665,112.709
0.0003725,0.0209593,0.000741131,118.561
0.00037375,0.0209593,0.000741131,118.561
0.000375,0.0209593,7.00975e-05,122.496
0.00037625,0.0216217,0.000741131,122.445
0.0003775,0.0216217,0.000741131,122.445
0.00037875,0.0216217,0.000405614,124.413
0.00038,0.0219529,0.000741131,124.387
0.00038125,0.0219529,7.00975e-05,128.322
0.0003825,0.0222841,0.000741131,126.329
0.00038375,0.0226153,0.000741131,128.271
0.000385,0.0226153,0.000741131,128.271
0.00038625,0.0229465,0.000405614,132.181
0.0003875,0.0236088,0.000741131,134.098
0.00038875,0.0232777,0.000405614,134.123
0.00039,0.0236088,0.000405614,136.065
0.00039125,0.0236088,0.000741131,134.098
0.0003925,0.0236088,0.000741131,134.098
0.00039375,0.0236088,0.000741131,134.098
0.000395,0.0242712,0.000741131,137.982
0.00039625,0.0242712,0.000741131,137.982
0.0003975,0.0242712,0.000405614,139.95
0.00039875,0.0242712,0.000741131,137.982
0.0004,0.0249336,0.000405614,143.834
0.00040125,0.0246024,0.000405614,141.892
0.0004025,0.0249336,0.000405614,143.834
0.00040375,0.02394,-0.000936452,145.878
0.000405,0.0219529,-0.001943,140.127
0.00040625,0.0209593,-0.00160749,132.333
0.0004075,0.0206281,-0.000936452,126.456
0.00040875,0.0209593,-0.00160749,132.333
0.00041,0.0212905,-0.00127197,132.308
0.00041125,0.0212905,-0.000936452,130.34
0.0004125,0.0212905,-0.000936452,130.34
0.00041375,0.0212905,-0.000936452,130.34
0.000415,0.0212905,-0.000936452,130.34
0.00041625,0.0216217,-0.000936452,132.283
0.0004175,0.0216217,-0.000265419,128.348
0.00041875,0.0219529,-0.000265419,130.29
0.00042,0.0219529,-0.000936452,134.225
0.00042125,0.0216217,-0.000600936,130.315
0.0004225,0.0212905,-0.000600936,128.373
0.00042375,0.0212905,-0.00127197,132.308
0.000425,0.0219529,-0.000600936,132.257
0.00042625,0.0219529,-0.000936452,134.225
0.0004275,0.0219529,-0.000600936,132.257
0.00042875,0.0216217,-0.000600936,130.315
0.00043,0.0212905,-0.000600936,128.373
0.00043125,0.0212905,-0.000600936,128.373
0.0004325,0.0216217,-0.000936452,132.283
0.00043375,0.0209593,-0.000600936,126.431
0.000435,0.0212905,-0.000600936,128.373
0.00043625,0.0216217,-0.000265419,128.348
0.0004375,0.0212905,7.00975e-05,124.438
0.00043875,0.0212905,-0.000265419,126.405
0.00044,0.0209593,-0.000600936,126.431
0.00044125,0.0212905,-0.000600936,128.373
0.0004425,0.0209593,-0.000600936,126.431
0.00044375,0.0209593,-0.000936452,128.398
0.000445,0.0206281,-0.000600936,124.489
0.00044625,0.0206281,7.00975e-05,120.554
0.0004475,0.0209593,-0.000265419,124.463
0.00044875,0.0209593,-0.000265419,124.463
0.00045,0.0206281,-0.000265419,122.521
0.00045125,0.0212905,-0.000265419,126.405
0.0004525,0.0206281,-0.000600936,124.489
0.00045375,0.0202969,-0.000600936,122.546
0.000455,0.0206281,-0.000936452,126.456
0.00045625,0.0202969,-0.000600936,122.546
0.0004575,0.0202969,-0.000600936,122.546
0.00045875,0.0206281,-0.000265419,122.521
0.00046,0.0209593,-0.000265419,124.463
0.00046125,0.0202969,-0.000936452,124.514
0.0004625,0.0202969,-0.000936452,124.514
0.00046375,0.0199657,-0.000600936,120.604
0.000465,0.0199657,-0.000265419,118.637
0.00046625,0.0196345,-0.000600936,118.662
0.0004675,0.0199657,7.00975e-05,116.669
0.00046875,0.0199657,-0.000265419,118.637
0.00047,0.0193033,-0.000265419,114.753
0.00047125,0.0193033,-0.000600936,116.72
0.0004725,0.0193033,-0.000600936,116.72
0.00047375,0.0193033,-0.000936452,118.688
0.000475,0.0196345,-0.000936452,120.63
0.00047625,0.0193033,-0.000600936,116.72
0.0004775,0.0193033,-0.000265419,114.753
0.00047875,0.0189721,-0.000936452,116.745
0.00048,0.0193033,-0.000600936,116.72
0.00048125,0.0193033,-0.000600936,116.72
0.0004825,0.0193033,-0.000936452,118.688
0.00048375,0.018641,-0.000600936,112.836
0.000485,0.0189721,-0.000600936,114.778
0.00048625,0.018641,-0.000265419,110.868
0.0004875,0.0183098,-0.000265419,108.926
0.00048875,0.0183098,-0.000600936,110.894
0.00049,0.0179786,7.00975e-05,105.017
0.00049125,0.0179786,7.00975e-05,105.017
0.0004925,0.0179786,-0.000936452,110.919
0.00049375,0.0176474,-0.00127197,110.944
0.000495,0.0179786,-0.000936452,110.919
0.00049625,0.0183098,-0.000600936,110.894
0.0004975,0.0179786,-0.000936452,110.919
0.00049875,0.0173162,-0.000936452,107.035
0.0005,0.0179786,-0.000265419,106.984
0.00050125,0.0179786,-0.000600936,108.952
0.0005025,0.016985,-0.00127197,107.06
0.00050375,-0.00487374,-0.00127197,-21.1211
0.000505,-0.013816,-0.000265419,-79.4613
0.00050625,-0.0154719,-0.000600936,-87.2045
0.0005075,-0.0158031,-0.000265419,-91.1141
0.00050875,-0.0167967,7.00975e-05,-98.908
0.00051,-0.0174591,7.00975e-05,-102.792
0.00051125,-0.0174591,0.000405614,-104.76
0.0005125,-0.0181215,-0.000600936,-102.742
0.00051375,-0.0184527,-0.000600936,-104.684
0.000515,-0.019115,-0.000936452,-106.601
0.00051625,-0.0194462,-0.000600936,-110.51
0.0005175,-0.0201086,-0.000936452,-112.427
0.00051875,-0.0204398,-0.00127197,-112.402
0.00052,-0.0204398,-0.000936452,-114.369
0.00052125,-0.020771,-0.000600936,-118.279
0.0005225,-0.0214334,-0.000600936,-122.163
0.00052375,-0.0214334,-0.000936452,-120.195
0.000525,-0.0211022,-0.000600936,-120.221
0.00052625,-0.0214334,-0.000600936,-122.163
0.0005275,-0.022427,-0.000936452,-126.022
0.00052875,-0.0220958,-0.000600936,-126.047
0.00053,-0.0227582,-0.000936452,-127.964
0.00053125,-0.0227582,-0.000265419,-131.899
0.0005325,-0.0227582,-0.000936452,-127.964
0.00053375,-0.0227582,-0.000600936,-129.932
0.000535,-0.0227582,-0.000600936,-129.932
0.00053625,-0.0230894,-0.000936452,-129.906
0.0005375,-0.0230894,-0.000600936,-131.874
0.00053875,-0.0230894,-0.000600936,-131.874
0.00054,-0.0230894,-0.000936452,-129.906
0.00054125,-0.0234205,-0.000936452,-131.848
0.0005425,-0.0237517,-0.000600936,-135.758
0.00054375,-0.0240829,-0.000936452,-135.733
0.000545,-0.0240829,-0.000600936,-137.7
0.00054625,-0.0240829,-0.000600936,-137.7
0.0005475,-0.0247453,-0.000936452,-139.617
0.00054875,-0.0247453,-0.000600936,-141.584
0.00055,-0.0247453,-0.000936452,-139.617
0.00055125,-0.0240829,-0.000936452,-135.733
0.0005525,-0.0240829,-0.000936452,-135.733
0.00055375,-0.0244141,-0.000600936,-139.642
0.000555,-0.0244141,-0.000265419,-141.61
0.00055625,-0.0244141,-0.000600936,-139.642
0.0005575,-0.0244141,-0.000936452,-137.675
0.00055875,-0.0247453,-0.000600936,-141.584
0.00056,-0.0247453,-0.000600936,-141.584
0.00056125,-0.0247453,-0.000600936,-141.584
0.0005625,-0.0244141,-0.000600936,-139.642
0.00056375,-0.0247453,-0.000936452,-139.617
0.000565,-0.0250765,-0.000600936,-143.527
0.00056625,-0.0247453,-0.000600936,-141.584
0.0005675,-0.0244141,-0.000600936,-139.642
0.00056875,-0.0244141,-0.000600936,-139.642
0.00057,-0.0247453,-0.000936452,-139.617
0.00057125,-0.0247453,-0.000600936,-141.584
0.0005725,-0.0244141,-0.000600936,-139.642
0.00057375,-0.0244141,-0.000600936,-139.642
0.000575,-0.0244141,-0.000265419,-141.61
0.00057625,-0.0247453,-0.000600936,-141.584
0.0005775,-0.0247453,-0.000936452,-139.617
0.00057875,-0.0244141,-0.000936452,-137.675
0.00058,-0.0240829,-0.000600936,-137.7
0.00058125,-0.0247453,7.00975e-05,-145.519
0.0005825,-0.0250765,-0.000600936,-143.527
0.00058375,-0.0247453,-0.000600936,-141.584
0.000585,-0.0247453,-0.000600936,-141.584
0.00058625,-0.0247453,-0.000600936,-141.584
0.0005875,-0.0247453,-0.000600936,-141.584
0.00058875,-0.0240829,-0.000265419,-139.668
0.00059,-0.0240829,-0.000600936,-137.7
0.00059125,-0.0244141,-0.000600936,-139.642
0.0005925,-0.0247453,-0.000265419,-143.552
0.00059375,-0.0244141,-0.000265419,-141.61
0.000595,-0.0244141,-0.000600936,-139.642
0.00059625,-0.0244141,-0.000265419,-141.61
0.0005975,-0.0244141,-0.000265419,-141.61
0.00059875,-0.0244141,-0.000936452,-137.675
0.0006,-0.0244141,-0.000936452,-137.675
0.00060125,-0.0244141,-0.000265419,-141.61
0.0006025,-0.0240829,-0.000600936,-137.7
0.00060375,-0.0240829,-0.000936452,-135.733
0.000605,-0.0240829,-0.000265419,-139.668
0.00060625,-0.0240829,-0.000600936,-137.7
0.0006075,-0.0237517,-0.000936452,-133.79
0.00060875,-0.0237517,-0.000600936,-135.758
0.00061,-0.0237517,-0.000265419,-137.725
0.00061125,-0.0237517,-0.000600936,-135.758
0.0006125,-0.0237517,7.00975e-05,-139.693
0.00061375,-0.0237517,-0.000600936,-135.758
0.000615,-0.0234205,-0.000265419,-135.783
0.00061625,-0.0230894,-0.000600936,-131.874
0.0006175,-0.0227582,-0.000600936,-129.932
0.00061875,-0.0234205,-0.000600936,-133.816
0.00062,-0.0237517,-0.000265419,-137.725
0.00062125,-0.0234205,-0.000600936,-133.816
0.0006225,-0.0234205,-0.000600936,-133.816
0.00062375,-0.0234205,7.00975e-05,-137.751
0.000625,-0.0237517,-0.000265419,-137.725
0.00062625,-0.0237517,-0.000265419,-137.725
0.0006275,-0.0230894,7.00975e-05,-135.809
0.00062875,-0.0230894,-0.000600936,-131.874
0.00063,-0.0227582,-0.000265419,-131.899
0.00063125,-0.0227582,-0.000265419,-131.899
0.0006325,-0.0234205,-0.000600936,-133.816
0.00063375,-0.0227582,-0.000600936,-129.932
0.000635,-0.022427,-0.000265419,-129.957
0.00063625,-0.0227582,7.00975e-05,-133.867
0.0006375,-0.022427,7.00975e-05,-131.924
0.00063875,-0.0227582,7.00975e-05,-133.867
0.00064,-0.0227582,7.00975e-05,-133.867
0.00064125,-0.0227582,7.00975e-05,-133.867
0.0006425,-0.022427,7.00975e-05,-131.924
0.00064375,-0.0230894,-0.000265419,-133.841
0.000645,-0.0234205,-0.000936452,-131.848
0.00064625,-0.0240829,-0.00127197,-133.765
0.0006475,-0.0247453,-0.000936452,-139.617
0.00064875,-0.0244141,-0.000936452,-137.675
0.00065,-0.0244141,-0.000600936,-139.642
0.00065125,-0.0247453,-0.000600936,-141.584
0.0006525,-0.0240829,-0.000600936,-137.7
0.00065375,-0.0240829,-0.000265419,-139.668
0.000655,-0.0244141,-0.000265419,-141.61
0.00065625,-0.0247453,-0.000600936,-141.584
0.0006575,-0.0244141,-0.000600936,-139.642
0.00065875,-0.0244141,7.00975e-05,-143.577
0.00066,-0.0237517,-0.000265419,-137.725
0.00066125,-0.0244141,-0.000600936,-139.642
0.0006625,-0.022427,-0.000265419,-129.957
0.00066375,0.00141892,-0.000265419,9.8771
0.000665,0.00903636,0.000405614,50.6113
0.00066625,0.0103611,7.00975e-05,60.3473
0.0006675,0.0110235,-0.000265419,66.1991
0.00066875,0.0120171,7.00975e-05,70.058
0.00067,0.0133419,7.00975e-05,77.8266
0.00067125,0.0140043,-0.000265419,83.6784
0.0006725,0.0149978,-0.000600936,91.4723
0.00067375,0.0149978,-0.000265419,89.5048
0.000675,0.0159914,-0.000265419,95.3312
0.00067625,0.0166538,-0.000265419,99.2155
0.0006775,0.0166538,7.00975e-05,97.248
0.00067875,0.016985,-0.000265419,101.158
0.00068,0.0173162,-0.000600936,105.067
0.00068125,0.0179786,-0.000265419,106.984
0.0006825,0.0183098,-0.000265419,108.926
0.00068375,0.0183098,7.00975e-05,106.959
0.000685,0.0183098,-0.000265419,108.926
0.00068625,0.018641,-0.000265419,110.868
0.0006875,0.0193033,-0.000265419,114.753
0.00068875,0.0189721,-0.000600936,114.778
0.00069,0.0196345,-0.000600936,118.662
0.00069125,0.0199657,-0.000265419,118.637
0.0006925,0.0199657,7.00975e-05,116.669
0.00069375,0.0202969,-0.000265419,120.579
0.000695,0.0206281,-0.000265419,122.521
0.00069625,0.0206281,-0.000265419,122.521
0.0006975,0.0209593,-0.000265419,124.463
0.00069875,0.0209593,7.00975e-05,122.496
0.0007,0.0209593,7.00975e-05,122.496
0.00070125,0.0212905,-0.000265419,126.405
0.0007025,0.0216217,-0.000265419,128.348
0.00070375,0.0219529,-0.000600936,132.257
0.000705,0.0216217,-0.000265419,128.348
0.00070625,0.0226153,-0.000265419,134.174
0.0007075,0.0222841,-0.000600936,134.199
0.00070875,0.0226153,-0.000600936,136.141
0.00071,0.0229465,-0.000600936,138.084
0.00071125,0.0229465,-0.000265419,136.116
0.0007125,0.0229465,-0.000600936,138.084
0.00071375,0.0232777,-0.000600936,140.026
0.000715,0.0232777,-0.000600936,140.026
0.00071625,0.0236088,-0.000600936,141.968
0.0007175,0.0232777,-0.000600936,140.026
0.00071875,0.0232777,-0.000265419,138.058
0.00072,0.02394,-0.000265419,141.943
0.00072125,0.02394,-0.000265419,141.943
0.0007225,0.0242712,-0.000265419,143.885
0.00072375,0.0229465,-0.00127197,142.019
0.000725,0.0216217,-0.00127197,134.25
0.00072625,0.0212905,-0.00127197,132.308
0.0007275,0.0216217,-0.000936452,132.283
0.00072875,0.0216217,-0.000936452,132.283
0.00073,0.0216217,-0.000936452,132.283
0.00073125,0.0219529,-0.000265419,130.29
0.0007325,0.0219529,-0.000265419,130.29
0.00073375,0.0219529,-0.000936452,134.225
0.000735,0.0219529,-0.000936452,134.225
0.00073625,0.0212905,-0.000936452,130.34
0.0007375,0.0216217,-0.000265419,128.348
0.00073875,0.0212905,-0.000265419,126.405
0.00074,0.0212905,-0.000265419,126.405
0.00074125,0.0212905,-0.000936452,130.34
0.0007425,0.0212905,-0.000600936,128.373
0.00074375,0.0216217,-0.000265419,128.348
0.000745,0.0216217,-0.000600936,130.315
0.00074625,0.0212905,-0.000936452,130.34
0.0007475,0.0212905,-0.000936452,130.34
0.00074875,0.0212905,-0.000600936,128.373
0.00075,0.0212905,-0.000600936,128.373
0.00075125,0.0212905,-0.000600936,128.373
0.0007525,0.0216217,-0.000936452,132.283
0.00075375,0.0216217,-0.000936452,132.283
0.000755,0.0212905,-0.000936452,130.34
0.00075625,0.0212905,-0.000600936,128.373
0.0007575,0.0209593,-0.000936452,128.398
0.00075875,0.0206281,-0.000936452,126.456
0.00076,0.0212905,-0.000600936,128.373
0.00076125,0.0209593,-0.000600936,126.431
0.0007625,0.0212905,-0.000936452,130.34
0.00076375,0.0212905,-0.000600936,128.373
0.000765,0.0209593,-0.000600936,126.431
0.00076625,0.0206281,-0.000600936,124.489
0.0007675,0.0202969,-0.000936452,124.514
0.00076875,0.0206281,-0.000600936,124.489
0.00077,0.0206281,-0.000600936,124.489
0.00077125,0.0202969,-0.000600936,122.546
0.0007725,0.0202969,-0.000936452,124.514
0.00077375,0.0202969,-0.000600936,122.546
0.000775,0.0202969,-0.000600936,122.546
0.00077625,0.0199657,-0.000936452,122.572
0.0007775,0.0199657,-0.00127197,124.539
0.00077875,0.0196345,-0.000936452,120.63
0.00078,0.0199657,-0.000600936,120.604
0.00078125,0.0199657,-0.000600936,120.604
0.0007825,0.0196345,-0.00127197,122.597
0.00078375,0.0196345,-0.000936452,120.63
0.000785,0.0196345,-0.000265419,116.695
0.00078625,0.0199657,-0.000600936,120.604
0.0007875,0.0193033,-0.000600936,116.72
0.00078875,0.0196345,-0.000265419,116.695
0.00079,0.0196345,-0.000600936,118.662
0.00079125,0.0193033,-0.000936452,118.688
0.0007925,0.0189721,-0.000600936,114.778
0.00079375,0.0189721,-0.000600936,114.778
0.000795,0.018641,-0.000936452,114.803
0.00079625,0.018641,-0.000936452,114.803
0.0007975,0.0193033,-0.000936452,118.688
0.00079875,0.0189721,-0.000600936,114.778
0.0008,0.0183098,-0.000936452,112.861
0.00080125,0.018641,-0.000936452,114.803
0.0008025,0.0193033,-0.00127197,120.655
0.00080375,0.0189721,-0.000936452,116.745
0.000805,0.018641,-0.000936452,114.803
0.00080625,0.018641,-0.000600936,112.836
0.0008075,0.0183098,-0.000936452,112.861
0.00080875,0.0183098,-0.000936452,112.861
0.00081,0.0183098,-0.000600936,110.894
0.00081125,0.0179786,-0.000600936,108.952
0.0008125,0.0179786,-0.000936452,110.919
0.00081375,0.0183098,-0.000936452,112.861
0.000815,0.0179786,-0.000600936,108.952
0.00081625,0.0179786,-0.000936452,110.919
0.0008175,0.0179786,-0.000600936,108.952
0.00081875,0.0176474,-0.000600936,107.009
0.00082,0.0173162,-0.000936452,107.035
0.00082125,0.0173162,-0.000600936,105.067
0.0008225,0.0123483,-0.00127197,79.8702
0.00082375,-0.0108352,-0.000936452,-58.047
0.000825,-0.0144783,-0.000265419,-83.3456
0.00082625,-0.0154719,-0.000265419,-89.172
0.0008275,-0.0161343,-0.000265419,-93.0563
0.00082875,-0.0167967,-0.000600936,-94.973
0.00083,-0.0171279,-0.000265419,-98.8827
0.00083125,-0.0177903,-0.000600936,-100.799
0.0008325,-0.0184527,-0.000600936,-104.684
0.00083375,-0.0184527,-0.000936452,-102.716
0.000835,-0.0194462,-0.000265419,-112.478
0.00083625,-0.0194462,-0.000265419,-112.478
0.0008375,-0.0201086,7.00975e-05,-118.329
0.00083875,-0.0201086,-0.000265419,-116.362
0.00084,-0.020771,7.00975e-05,-122.214
0.00084125,-0.020771,0.000405614,-124.181
0.0008425,-0.020771,-0.000265419,-120.246
0.00084375,-0.0211022,-0.000600936,-120.221
0.000845,-0.0214334,-0.000600936,-122.163
0.00084625,-0.0214334,-0.000936452,-120.195
0.0008475,-0.0214334,-0.000936452,-120.195
0.00084875,-0.0217646,-0.000600936,-124.105
0.00085,-0.0220958,-0.000265419,-128.015
0.00085125,-0.022427,-0.000600936,-127.989
0.0008525,-0.022427,-0.000265419,-129.957
0.00085375,-0.022427,-0.000936452,-126.022
0.000855,-0.022427,-0.000936452,-126.022
0.00085625,-0.0227582,-0.000265419,-131.899
0.0008575,-0.0227582,-0.000600936,-129.932
0.00085875,-0.022427,-0.000265419,-129.957
0.00086,-0.0234205,-0.000600936,-133.816
0.00086125,-0.0234205,-0.000600936,-133.816
0.0008625,-0.0234205,-0.000600936,-133.816
0.00086375,-0.0237517,-0.000600936,-135.758
0.000865,-0.0237517,-0.000600936,-135.758
0.00086625,-0.0237517,-0.000600936,-135.758
0.0008675,-0.0234205,-0.000600936,-133.816
0.00086875,-0.0237517,-0.000265419,-137.725
