#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 15:58:00.707
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.95 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -500 mV
#Channel 2: Range: 500 mV/div Offset: -500 mV
#Math 2: Function: (C1-C2)/0.00017053

Time (s),Channel 1 (V),Channel 2 (V),Math 2 (Ω)
-0.00351,-0.0230894,-0.000600936,-131.874
-0.00350875,-0.0237517,-0.000936452,-133.79
-0.0035075,-0.0240829,-0.000936452,-135.733
-0.00350625,-0.0240829,-0.000936452,-135.733
-0.003505,-0.0237517,-0.000600936,-135.758
-0.00350375,-0.0240829,-0.000265419,-139.668
-0.0035025,-0.0240829,-0.000265419,-139.668
-0.00350125,-0.0240829,7.00975e-05,-141.635
-0.0035,-0.0240829,7.00975e-05,-141.635
-0.00349875,-0.0244141,-0.000600936,-139.642
-0.0034975,-0.0240829,-0.000265419,-139.668
-0.00349625,-0.0244141,-0.000600936,-139.642
-0.003495,-0.0244141,7.00975e-05,-143.577
-0.00349375,-0.0240829,-0.000265419,-139.668
-0.0034925,-0.0240829,-0.000265419,-139.668
-0.00349125,-0.0158031,7.00975e-05,-93.0816
-0.00349,0.00539324,0.000741131,27.2803
-0.00348875,0.0100299,0.000741131,54.4702
-0.0034875,0.0113547,0.000405614,64.2063
-0.00348625,0.0120171,0.000405614,68.0905
-0.003485,0.0126795,7.00975e-05,73.9423
-0.00348375,0.0143354,0.000405614,81.6855
-0.0034825,0.0146666,0.000405614,83.6277
-0.00348125,0.0156602,0.000405614,89.4541
-0.00348,0.0156602,0.000405614,89.4541
-0.00347875,0.0163226,0.000405614,93.3384
-0.0034775,0.0163226,0.000405614,93.3384
-0.00347625,0.0173162,0.000405614,99.1648
-0.003475,0.0173162,0.000405614,99.1648
-0.00347375,0.0183098,7.00975e-05,106.959
-0.0034725,0.0183098,0.000741131,103.024
-0.00347125,0.0183098,7.00975e-05,106.959
-0.00347,0.018641,0.000405614,106.933
-0.00346875,0.0189721,0.000405614,108.875
-0.0034675,0.0193033,-0.000265419,114.753
-0.00346625,0.0193033,-0.000265419,114.753
-0.003465,0.0196345,7.00975e-05,114.727
-0.00346375,0.0202969,0.000405614,116.644
-0.0034625,0.0202969,7.00975e-05,118.612
-0.00346125,0.0206281,7.00975e-05,120.554
-0.00346,0.0206281,0.000405614,118.586
-0.00345875,0.0209593,7.00975e-05,122.496
-0.0034575,0.0212905,7.00975e-05,124.438
-0.00345625,0.0209593,-0.000265419,124.463
-0.003455,0.0216217,0.000405614,124.413
-0.00345375,0.0216217,0.000405614,124.413
-0.0034525,0.0219529,7.00975e-05,128.322
-0.00345125,0.0216217,-0.000265419,128.348
-0.00345,0.0219529,7.00975e-05,128.322
-0.00344875,0.0226153,7.00975e-05,132.206
-0.0034475,0.0226153,7.00975e-05,132.206
-0.00344625,0.0226153,-0.000265419,134.174
-0.003445,0.0229465,7.00975e-05,134.149
-0.00344375,0.02394,0.000405614,138.008
-0.0034425,0.02394,-0.000265419,141.943
-0.00344125,0.0236088,7.00975e-05,138.033
-0.00344,0.02394,0.000405614,138.008
-0.00343875,0.02394,7.00975e-05,139.975
-0.0034375,0.0242712,7.00975e-05,141.917
-0.00343625,0.0246024,0.000405614,141.892
-0.003435,0.0242712,0.000405614,139.95
-0.00343375,0.0242712,0.000741131,137.982
-0.0034325,0.0242712,0.000405614,139.95
-0.00343125,0.0246024,-0.000265419,145.827
-0.00343,0.0222841,-0.000600936,134.199
-0.00342875,0.0222841,-0.000265419,132.232
-0.0034275,0.0222841,-0.000265419,132.232
-0.00342625,0.0219529,-0.000600936,132.257
-0.003425,0.0222841,-0.000265419,132.232
-0.00342375,0.0222841,0.000405614,128.297
-0.0034225,0.0222841,7.00975e-05,130.264
-0.00342125,0.0219529,-0.000265419,130.29
-0.00342,0.0219529,7.00975e-05,128.322
-0.00341875,0.0222841,-0.000265419,132.232
-0.0034175,0.0222841,-0.000265419,132.232
-0.00341625,0.0222841,-0.000265419,132.232
-0.003415,0.0229465,-0.000265419,136.116
-0.00341375,0.0222841,7.00975e-05,130.264
-0.0034125,0.0226153,7.00975e-05,132.206
-0.00341125,0.0222841,7.00975e-05,130.264
-0.00341,0.0222841,-0.000265419,132.232
-0.00340875,0.0226153,0.000405614,130.239
-0.0034075,0.0226153,7.00975e-05,132.206
-0.00340625,0.0219529,-0.000600936,132.257
-0.003405,0.0222841,7.00975e-05,130.264
-0.00340375,0.0222841,7.00975e-05,130.264
-0.0034025,0.0222841,7.00975e-05,130.264
-0.00340125,0.0219529,7.00975e-05,128.322
-0.0034,0.0216217,7.00975e-05,126.38
-0.00339875,0.0222841,-0.000265419,132.232
-0.0033975,0.0222841,-0.000265419,132.232
-0.00339625,0.0219529,7.00975e-05,128.322
-0.003395,0.0216217,0.000405614,124.413
-0.00339375,0.0219529,0.000405614,126.355
-0.0033925,0.0219529,-0.000265419,130.29
-0.00339125,0.0216217,-0.000265419,128.348
-0.00339,0.0212905,0.000405614,122.47
-0.00338875,0.0219529,0.000405614,126.355
-0.0033875,0.0216217,0.000405614,124.413
-0.00338625,0.0212905,0.000405614,122.47
-0.003385,0.0212905,0.000405614,122.47
-0.00338375,0.0216217,0.000405614,124.413
-0.0033825,0.0219529,0.000405614,126.355
-0.00338125,0.0209593,0.000405614,120.528
-0.00338,0.0212905,7.00975e-05,124.438
-0.00337875,0.0212905,-0.000265419,126.405
-0.0033775,0.0216217,0.000405614,124.413
-0.00337625,0.0209593,-0.000265419,124.463
-0.003375,0.0209593,0.000405614,120.528
-0.00337375,0.0209593,7.00975e-05,122.496
-0.0033725,0.0212905,0.000405614,122.47
-0.00337125,0.0206281,0.000405614,118.586
-0.00337,0.0209593,7.00975e-05,122.496
-0.00336875,0.0206281,7.00975e-05,120.554
-0.0033675,0.0202969,-0.000265419,120.579
-0.00336625,0.0206281,0.000405614,118.586
-0.003365,0.0202969,0.000741131,114.677
-0.00336375,0.0202969,0.000405614,116.644
-0.0033625,0.0202969,7.00975e-05,118.612
-0.00336125,0.0202969,7.00975e-05,118.612
-0.00336,0.0206281,0.000741131,116.619
-0.00335875,0.0202969,7.00975e-05,118.612
-0.0033575,0.0199657,0.000741131,112.734
-0.00335625,0.0199657,0.000405614,114.702
-0.003355,0.0196345,7.00975e-05,114.727
-0.00335375,0.0193033,7.00975e-05,112.785
-0.0033525,0.0193033,7.00975e-05,112.785
-0.00335125,0.0199657,0.000405614,114.702
-0.00335,0.0199657,7.00975e-05,116.669
-0.00334875,0.0196345,7.00975e-05,114.727
-0.0033475,0.0196345,0.000741131,110.792
-0.00334625,0.0193033,7.00975e-05,112.785
-0.003345,0.0196345,0.000741131,110.792
-0.00334375,0.0196345,0.000405614,112.76
-0.0033425,0.0193033,7.00975e-05,112.785
-0.00334125,0.0193033,7.00975e-05,112.785
-0.00334,0.0189721,7.00975e-05,110.843
-0.00333875,0.018641,7.00975e-05,108.901
-0.0033375,0.018641,7.00975e-05,108.901
-0.00333625,0.0183098,7.00975e-05,106.959
-0.003335,0.0183098,7.00975e-05,106.959
-0.00333375,0.018641,7.00975e-05,108.901
-0.0033325,0.018641,0.000405614,106.933
-0.00333125,0.00506204,-0.000600936,33.2081
-0.00333,-0.0118288,-0.000265419,-67.8085
-0.00332875,-0.013816,7.00975e-05,-81.4288
-0.0033275,-0.0144783,0.000741131,-89.248
-0.00332625,-0.0151407,0.000405614,-91.1648
-0.003325,-0.0154719,0.000405614,-93.107
-0.00332375,-0.0161343,0.000405614,-96.9912
-0.0033225,-0.0167967,-0.000265419,-96.9405
-0.00332125,-0.0177903,7.00975e-05,-104.734
-0.00332,-0.0181215,0.000405614,-108.644
-0.00331875,-0.0181215,0.000405614,-108.644
-0.0033175,-0.0187838,7.00975e-05,-110.561
-0.00331625,-0.0194462,-0.000265419,-112.478
-0.003315,-0.0197774,7.00975e-05,-116.387
-0.00331375,-0.0197774,0.000405614,-118.355
-0.0033125,-0.0197774,0.000405614,-118.355
-0.00331125,-0.0201086,0.000405614,-120.297
-0.00331,-0.020771,0.000405614,-124.181
-0.00330875,-0.0211022,7.00975e-05,-124.156
-0.0033075,-0.020771,0.000405614,-124.181
-0.00330625,-0.0211022,0.000741131,-128.091
-0.003305,-0.0211022,7.00975e-05,-124.156
-0.00330375,-0.0211022,0.000405614,-126.123
-0.0033025,-0.0211022,0.000405614,-126.123
-0.00330125,-0.0217646,7.00975e-05,-128.04
-0.0033,-0.0217646,7.00975e-05,-128.04
-0.00329875,-0.0214334,0.000405614,-128.065
-0.0032975,-0.0217646,0.000741131,-131.975
-0.00329625,-0.022427,0.000405614,-133.892
-0.003295,-0.0227582,0.000405614,-135.834
-0.00329375,-0.0227582,0.000405614,-135.834
-0.0032925,-0.022427,0.000741131,-135.859
-0.00329125,-0.022427,7.00975e-05,-131.924
-0.00329,-0.022427,7.00975e-05,-131.924
-0.00328875,-0.0227582,0.000405614,-135.834
-0.0032875,-0.0230894,0.000741131,-139.744
-0.00328625,-0.0227582,-0.000265419,-131.899
-0.003285,-0.0227582,0.000405614,-135.834
-0.00328375,-0.0234205,0.000405614,-139.718
-0.0032825,-0.0237517,7.00975e-05,-139.693
-0.00328125,-0.0234205,-0.000265419,-135.783
-0.00328,-0.0230894,7.00975e-05,-135.809
-0.00327875,-0.0237517,7.00975e-05,-139.693
-0.0032775,-0.0244141,-0.000265419,-141.61
-0.00327625,-0.0240829,7.00975e-05,-141.635
-0.003275,-0.0237517,7.00975e-05,-139.693
-0.00327375,-0.0240829,-0.000265419,-139.668
-0.0032725,-0.0240829,7.00975e-05,-141.635
-0.00327125,-0.0240829,7.00975e-05,-141.635
-0.00327,-0.0237517,-0.000600936,-135.758
-0.00326875,-0.0234205,7.00975e-05,-137.751
-0.0032675,-0.0237517,7.00975e-05,-139.693
-0.00326625,-0.0240829,7.00975e-05,-141.635
-0.003265,-0.0240829,7.00975e-05,-141.635
-0.00326375,-0.0240829,7.00975e-05,-141.635
-0.0032625,-0.0240829,-0.000265419,-139.668
-0.00326125,-0.0237517,-0.000265419,-137.725
-0.00326,-0.0240829,7.00975e-05,-141.635
-0.00325875,-0.0240829,-0.000265419,-139.668
-0.0032575,-0.0240829,7.00975e-05,-141.635
-0.00325625,-0.0237517,7.00975e-05,-139.693
-0.003255,-0.0237517,-0.000265419,-137.725
-0.00325375,-0.0237517,0.000405614,-141.66
-0.0032525,-0.0234205,0.000405614,-139.718
-0.00325125,-0.0237517,-0.000265419,-137.725
-0.00325,-0.0234205,-0.000265419,-135.783
-0.00324875,-0.0240829,-0.000265419,-139.668
-0.0032475,-0.0240829,7.00975e-05,-141.635
-0.00324625,-0.0237517,7.00975e-05,-139.693
-0.003245,-0.0237517,0.000741131,-143.628
-0.00324375,-0.0234205,-0.000265419,-135.783
-0.0032425,-0.0234205,-0.000265419,-135.783
-0.00324125,-0.0237517,-0.000265419,-137.725
-0.00324,-0.0240829,7.00975e-05,-141.635
-0.00323875,-0.0234205,7.00975e-05,-137.751
-0.0032375,-0.0237517,-0.000265419,-137.725
-0.00323625,-0.0237517,-0.000600936,-135.758
-0.003235,-0.0230894,-0.000265419,-133.841
-0.00323375,-0.0234205,7.00975e-05,-137.751
-0.0032325,-0.0237517,7.00975e-05,-139.693
-0.00323125,-0.0240829,7.00975e-05,-141.635
-0.00323,-0.0234205,7.00975e-05,-137.751
-0.00322875,-0.0234205,0.000405614,-139.718
-0.0032275,-0.0234205,7.00975e-05,-137.751
-0.00322625,-0.0234205,7.00975e-05,-137.751
-0.003225,-0.0227582,0.000405614,-135.834
-0.00322375,-0.0230894,7.00975e-05,-135.809
-0.0032225,-0.0227582,0.000405614,-135.834
-0.00322125,-0.0234205,7.00975e-05,-137.751
-0.00322,-0.0230894,0.000405614,-137.776
-0.00321875,-0.0230894,0.000405614,-137.776
-0.0032175,-0.0220958,7.00975e-05,-129.982
-0.00321625,-0.022427,7.00975e-05,-131.924
-0.003215,-0.0227582,7.00975e-05,-133.867
-0.00321375,-0.0227582,0.000405614,-135.834
-0.0032125,-0.0230894,7.00975e-05,-135.809
-0.00321125,-0.0227582,7.00975e-05,-133.867
-0.00321,-0.022427,0.000405614,-133.892
-0.00320875,-0.0227582,0.000405614,-135.834
-0.0032075,-0.022427,0.000405614,-133.892
-0.00320625,-0.0227582,0.000405614,-135.834
-0.003205,-0.022427,7.00975e-05,-131.924
-0.00320375,-0.0227582,0.000405614,-135.834
-0.0032025,-0.022427,7.00975e-05,-131.924
-0.00320125,-0.0220958,0.000405614,-131.95
-0.0032,-0.0220958,0.000741131,-133.917
-0.00319875,-0.0220958,0.000405614,-131.95
-0.0031975,-0.0217646,7.00975e-05,-128.04
-0.00319625,-0.0214334,7.00975e-05,-126.098
-0.003195,-0.0220958,0.000405614,-131.95
-0.00319375,-0.0217646,0.000741131,-131.975
-0.0031925,-0.0217646,0.000405614,-130.008
-0.00319125,-0.0214334,0.000405614,-128.065
-0.00319,-0.0234205,7.00975e-05,-137.751
-0.00318875,-0.0237517,-0.000265419,-137.725
-0.0031875,-0.0230894,-0.000265419,-133.841
-0.00318625,-0.0234205,7.00975e-05,-137.751
-0.003185,-0.0230894,0.000741131,-139.744
-0.00318375,-0.0230894,0.00107665,-141.711
-0.0031825,-0.022427,0.00141216,-139.794
-0.00318125,-0.0227582,0.000741131,-137.802
-0.00318,-0.022427,0.000741131,-135.859
-0.00317875,-0.022427,0.000741131,-135.859
-0.0031775,-0.0220958,0.000405614,-131.95
-0.00317625,-0.0217646,0.000405614,-130.008
-0.003175,-0.0217646,0.000405614,-130.008
-0.00317375,-0.0211022,0.000405614,-126.123
-0.0031725,-0.020771,0.000741131,-126.149
-0.00317125,-0.00189301,0.00174768,-21.3492
-0.00317,0.0120171,0.00241871,56.2856
-0.00316875,0.0156602,0.00174768,81.5841
-0.0031675,0.016985,0.00174768,89.3527
-0.00316625,0.0183098,0.00141216,99.0887
-0.003165,0.0193033,0.00107665,106.883
-0.00316375,0.0206281,0.00141216,112.684
-0.0031625,0.0212905,0.00141216,116.568
-0.00316125,0.0222841,0.000741131,126.329
-0.00316,0.0226153,0.000741131,128.271
-0.00315875,0.02394,0.000741131,136.04
-0.0031575,0.0246024,0.00107665,137.957
-0.00315625,0.0249336,0.000741131,141.866
-0.003155,0.025596,0.000741131,145.751
-0.00315375,0.0262584,0.000405614,151.603
-0.0031525,0.0265896,0.000405614,153.545
-0.00315125,0.0269208,-0.000265419,159.422
-0.00315,0.027252,7.00975e-05,159.396
-0.00314875,0.0269208,7.00975e-05,157.454
-0.0031475,0.0269208,-0.000265419,159.422
-0.00314625,0.0262584,-0.000936452,159.472
-0.003145,0.0262584,-0.000936452,159.472
-0.00314375,0.0252648,-0.000265419,149.711
-0.0031425,0.025596,-0.000265419,151.653
-0.00314125,0.025596,-0.000600936,153.621
-0.00314,0.0262584,-0.000265419,155.537
-0.00313875,0.0262584,-0.000265419,155.537
-0.0031375,0.0262584,-0.000265419,155.537
-0.00313625,0.0259272,-0.000265419,153.595
-0.003135,0.0262584,7.00975e-05,153.57
-0.00313375,0.0269208,7.00975e-05,157.454
-0.0031325,0.027252,-0.000265419,161.364
-0.00313125,0.0269208,7.00975e-05,157.454
-0.00313,0.027252,-0.000265419,161.364
-0.00312875,0.027252,-0.000265419,161.364
-0.0031275,0.0279144,7.00975e-05,163.281
-0.00312625,0.027252,7.00975e-05,159.396
-0.003125,0.0282455,-0.000265419,167.19
-0.00312375,0.0282455,0.000405614,163.255
-0.0031225,0.0279144,7.00975e-05,163.281
-0.00312125,0.0289079,-0.000265419,171.075
-0.00312,0.0282455,7.00975e-05,165.223
-0.00311875,0.0285767,-0.000600936,171.1
-0.0031175,0.0285767,-0.000600936,171.1
-0.00311625,0.0289079,7.00975e-05,169.107
-0.003115,0.0289079,-0.000265419,171.075
-0.00311375,0.0292391,-0.000265419,173.017
-0.0031125,0.0289079,7.00975e-05,169.107
-0.00311125,0.0275832,-0.00127197,169.209
-0.00311,0.0275832,0.000405614,159.371
-0.00310875,0.0282455,0.00141216,157.353
-0.0031075,0.0289079,0.0020832,157.302
-0.00310625,0.0289079,0.0020832,157.302
-0.003105,0.0292391,0.00275423,155.309
-0.00310375,0.0295703,0.00275423,157.251
-0.0031025,0.0299015,0.00275423,159.194
-0.00310125,0.0299015,0.00275423,159.194
-0.0031,0.0299015,0.00275423,159.194
-0.00309875,0.0295703,0.00275423,157.251
-0.0030975,0.0295703,0.00275423,157.251
-0.00309625,0.0292391,0.0020832,159.244
-0.003095,0.0295703,0.00241871,159.219
-0.00309375,0.0289079,0.00241871,155.335
-0.0030925,0.0289079,0.0020832,157.302
-0.00309125,0.0285767,0.00174768,157.328
-0.00309,0.0292391,0.0020832,159.244
-0.00308875,0.0289079,0.00141216,161.237
-0.0030875,0.0282455,0.00174768,155.385
-0.00308625,0.0279144,0.00141216,155.411
-0.003085,0.0275832,0.00141216,153.469
-0.00308375,0.0275832,0.00141216,153.469
-0.0030825,0.0275832,0.00141216,153.469
-0.00308125,0.0269208,0.00141216,149.584
-0.00308,0.027252,0.00141216,151.526
-0.00307875,0.0275832,0.00107665,155.436
-0.0030775,0.0265896,0.000741131,151.577
-0.00307625,0.0265896,0.00107665,149.61
-0.003075,0.0269208,0.000741131,153.519
-0.00307375,0.0265896,0.000741131,151.577
-0.0030725,0.0259272,0.000741131,147.693
-0.00307125,0.025596,7.00975e-05,149.686
-0.00307,0.0259272,0.000741131,147.693
-0.00306875,0.025596,0.000741131,145.751
-0.0030675,0.0252648,7.00975e-05,147.744
-0.00306625,0.0249336,7.00975e-05,145.801
-0.003065,0.0249336,7.00975e-05,145.801
-0.00306375,0.0249336,-0.000265419,147.769
-0.0030625,0.0249336,7.00975e-05,145.801
-0.00306125,0.0242712,-0.000936452,147.82
-0.00306,0.0242712,-0.000936452,147.82
-0.00305875,0.0236088,-0.000600936,141.968
-0.0030575,0.0236088,-0.000600936,141.968
-0.00305625,0.0236088,-0.000265419,140
-0.003055,0.0236088,-0.000936452,143.935
-0.00305375,0.0236088,-0.000600936,141.968
-0.0030525,0.0232777,-0.00127197,143.961
-0.00305125,0.0226153,-0.000936452,138.109
-0.00305,0.0226153,-0.000600936,136.141
-0.00304875,0.0222841,-0.000600936,134.199
-0.0030475,0.0222841,-0.000936452,136.167
-0.00304625,0.0226153,-0.000936452,138.109
-0.003045,0.0222841,-0.00127197,138.134
-0.00304375,0.0222841,-0.000936452,136.167
-0.0030425,0.0219529,-0.00127197,136.192
-0.00304125,0.0219529,-0.00127197,136.192
-0.00304,0.0212905,-0.00160749,134.275
-0.00303875,0.0216217,-0.00127197,134.25
-0.0030375,0.0209593,-0.00127197,130.366
-0.00303625,0.0212905,-0.00127197,132.308
-0.003035,0.0212905,-0.00160749,134.275
-0.00303375,0.0209593,-0.00160749,132.333
-0.0030325,0.0212905,-0.00160749,134.275
-0.00303125,0.0206281,-0.00160749,130.391
-0.00303,0.0206281,-0.00160749,130.391
-0.00302875,0.0206281,-0.00127197,128.424
-0.0030275,0.0206281,-0.00127197,128.424
-0.00302625,0.0202969,-0.00160749,128.449
-0.003025,0.0206281,-0.00160749,130.391
-0.00302375,0.0202969,-0.00127197,126.481
-0.0030225,0.0202969,-0.00160749,128.449
-0.00302125,0.0206281,-0.00160749,130.391
-0.00302,0.0199657,-0.00127197,124.539
-0.00301875,0.0202969,-0.00127197,126.481
-0.0030175,0.0199657,-0.00127197,124.539
-0.00301625,0.0199657,-0.00160749,126.507
-0.003015,0.0193033,-0.00160749,122.623
-0.00301375,0.0196345,-0.00160749,124.565
-0.0030125,0.018641,-0.00127197,116.771
-0.00301125,-0.00421136,-0.001943,-13.3018
-0.00301,-0.0118288,-0.00160749,-59.9385
-0.00300875,-0.0128224,-0.000936452,-69.6999
-0.0030075,-0.0134848,-0.000600936,-75.5517
-0.00300625,-0.0141471,-0.000600936,-79.4359
-0.003005,-0.0144783,-0.000600936,-81.3781
-0.00300375,-0.0154719,-0.000600936,-87.2045
-0.0030025,-0.0158031,-0.000936452,-87.1791
-0.00300125,-0.0161343,-0.000936452,-89.1213
-0.003,-0.0161343,-0.000600936,-91.0888
-0.00299875,-0.0167967,-0.000600936,-94.973
-0.0029975,-0.0177903,-0.000265419,-102.767
-0.00299625,-0.0184527,-0.000600936,-104.684
-0.002995,-0.0181215,-0.000600936,-102.742
-0.00299375,-0.0184527,-0.000265419,-106.651
-0.0029925,-0.0184527,-0.000265419,-106.651
-0.00299125,-0.019115,-0.000936452,-106.601
-0.00299,-0.0194462,-0.000936452,-108.543
-0.00298875,-0.0197774,-0.000936452,-110.485
-0.0029875,-0.019115,-0.000936452,-106.601
-0.00298625,-0.0197774,-0.000265419,-114.42
-0.002985,-0.0197774,-0.000265419,-114.42
-0.00298375,-0.0201086,-0.000600936,-114.394
-0.0029825,-0.0201086,-0.000265419,-116.362
-0.00298125,-0.0201086,-0.000265419,-116.362
-0.00298,-0.0201086,-0.000265419,-116.362
-0.00297875,-0.0204398,-0.000265419,-118.304
-0.0029775,-0.0201086,-0.000265419,-116.362
-0.00297625,-0.0201086,-0.000600936,-114.394
-0.002975,-0.020771,7.00975e-05,-122.214
-0.00297375,-0.0211022,-0.000265419,-122.188
-0.0029725,-0.020771,7.00975e-05,-122.214
-0.00297125,-0.0211022,7.00975e-05,-124.156
-0.00297,-0.0211022,7.00975e-05,-124.156
-0.00296875,-0.0214334,-0.000265419,-124.13
-0.0029675,-0.020771,-0.000265419,-120.246
-0.00296625,-0.0211022,7.00975e-05,-124.156
-0.002965,-0.0211022,0.000405614,-126.123
-0.00296375,-0.0211022,0.000405614,-126.123
-0.0029625,-0.020771,7.00975e-05,-122.214
-0.00296125,-0.0214334,7.00975e-05,-126.098
-0.00296,-0.0214334,7.00975e-05,-126.098
-0.00295875,-0.0220958,0.000741131,-133.917
-0.0029575,-0.0217646,0.000405614,-130.008
-0.00295625,-0.0217646,0.000741131,-131.975
-0.002955,-0.0217646,0.000405614,-130.008
-0.00295375,-0.0214334,0.000741131,-130.033
-0.0029525,-0.0220958,7.00975e-05,-129.982
-0.00295125,-0.022427,-0.000265419,-129.957
-0.00295,-0.0217646,0.000405614,-130.008
-0.00294875,-0.0214334,0.000741131,-130.033
-0.0029475,-0.0214334,7.00975e-05,-126.098
-0.00294625,-0.0220958,0.000405614,-131.95
-0.002945,-0.0217646,0.000741131,-131.975
-0.00294375,-0.0217646,0.000405614,-130.008
-0.0029425,-0.0220958,7.00975e-05,-129.982
-0.00294125,-0.0217646,7.00975e-05,-128.04
-0.00294,-0.0217646,0.000405614,-130.008
-0.00293875,-0.0217646,7.00975e-05,-128.04
-0.0029375,-0.0220958,0.000405614,-131.95
-0.00293625,-0.0220958,7.00975e-05,-129.982
-0.002935,-0.0220958,-0.000600936,-126.047
-0.00293375,-0.0220958,-0.000600936,-126.047
-0.0029325,-0.022427,-0.000265419,-129.957
-0.00293125,-0.0220958,7.00975e-05,-129.982
-0.00293,-0.0220958,7.00975e-05,-129.982
-0.00292875,-0.0220958,7.00975e-05,-129.982
-0.0029275,-0.0227582,-0.000265419,-131.899
-0.00292625,-0.0220958,-0.000265419,-128.015
-0.002925,-0.022427,7.00975e-05,-131.924
-0.00292375,-0.0227582,7.00975e-05,-133.867
-0.0029225,-0.022427,-0.000265419,-129.957
-0.00292125,-0.022427,-0.000265419,-129.957
-0.00292,-0.0220958,7.00975e-05,-129.982
-0.00291875,-0.0227582,7.00975e-05,-133.867
-0.0029175,-0.0227582,-0.000265419,-131.899
-0.00291625,-0.0230894,7.00975e-05,-135.809
-0.002915,-0.0220958,-0.000265419,-128.015
-0.00291375,-0.022427,-0.000265419,-129.957
-0.0029125,-0.0217646,-0.000600936,-124.105
-0.00291125,-0.022427,-0.000600936,-127.989
-0.00291,-0.022427,-0.000265419,-129.957
-0.00290875,-0.0220958,-0.000600936,-126.047
-0.0029075,-0.0220958,-0.000265419,-128.015
-0.00290625,-0.0227582,-0.000265419,-131.899
-0.002905,-0.0227582,-0.000265419,-131.899
-0.00290375,-0.0227582,-0.000265419,-131.899
-0.0029025,-0.022427,-0.000265419,-129.957
-0.00290125,-0.0227582,7.00975e-05,-133.867
-0.0029,-0.0220958,-0.000600936,-126.047
-0.00289875,-0.0227582,-0.000600936,-129.932
-0.0028975,-0.022427,-0.000600936,-127.989
-0.00289625,-0.022427,-0.000265419,-129.957
-0.002895,-0.0227582,-0.000600936,-129.932
-0.00289375,-0.0227582,-0.000600936,-129.932
-0.0028925,-0.022427,-0.000600936,-127.989
-0.00289125,-0.0227582,-0.000265419,-131.899
-0.00289,-0.0227582,-0.000600936,-129.932
-0.00288875,-0.022427,-0.000600936,-127.989
-0.0028875,-0.0220958,-0.000600936,-126.047
-0.00288625,-0.0227582,-0.000936452,-127.964
-0.002885,-0.0227582,-0.000600936,-129.932
-0.00288375,-0.0227582,-0.000600936,-129.932
-0.0028825,-0.022427,-0.000600936,-127.989
-0.00288125,-0.0227582,-0.00127197,-125.997
-0.00288,-0.0230894,-0.000936452,-129.906
-0.00287875,-0.0230894,-0.000936452,-129.906
-0.0028775,-0.022427,-0.000936452,-126.022
-0.00287625,-0.0227582,-0.00127197,-125.997
-0.002875,-0.022427,-0.000936452,-126.022
-0.00287375,-0.022427,-0.000265419,-129.957
-0.0028725,-0.0220958,-0.000600936,-126.047
-0.00287125,-0.0227582,-0.000265419,-131.899
-0.00287,-0.0237517,-0.00127197,-131.823
-0.00286875,-0.0240829,-0.00160749,-131.798
-0.0028675,-0.0247453,-0.00160749,-135.682
-0.00286625,-0.0247453,-0.00127197,-137.649
-0.002865,-0.0247453,-0.00127197,-137.649
-0.00286375,-0.0244141,-0.00127197,-135.707
-0.0028625,-0.0244141,-0.00127197,-135.707
-0.00286125,-0.0247453,-0.00127197,-137.649
-0.00286,-0.0240829,-0.000936452,-135.733
-0.00285875,-0.0240829,-0.000936452,-135.733
-0.0028575,-0.0244141,-0.000936452,-137.675
-0.00285625,-0.0254077,-0.000936452,-143.501
-0.002855,-0.0254077,-0.000936452,-143.501
-0.00285375,-0.0254077,-0.000936452,-143.501
-0.0028525,-0.0220958,-0.000600936,-126.047
-0.00285125,0.0024125,0.000405614,11.7685
-0.00285,0.00903636,0.000405614,50.6113
-0.00284875,0.0106923,-0.000265419,64.257
-0.0028475,0.0113547,-0.000600936,70.1088
-0.00284625,0.0116859,-0.000600936,72.0509
-0.002845,0.0126795,-0.000936452,79.8448
-0.00284375,0.0136731,-0.000600936,83.7037
-0.0028425,0.0140043,-0.000936452,87.6134
-0.00284125,0.0143354,-0.000936452,89.5555
-0.00284,0.015329,-0.000936452,95.3819
-0.00283875,0.015329,-0.000936452,95.3819
-0.0028375,0.0159914,-0.00160749,103.201
-0.00283625,0.0163226,-0.00160749,105.143
-0.002835,0.0163226,-0.000936452,101.208
-0.00283375,0.016985,-0.000936452,105.093
-0.0028325,0.0173162,-0.000936452,107.035
-0.00283125,0.0173162,-0.000936452,107.035
-0.00283,0.0179786,-0.000936452,110.919
-0.00282875,0.0183098,-0.00127197,114.829
-0.0028275,0.018641,-0.000936452,114.803
-0.00282625,0.0193033,-0.000265419,114.753
-0.002825,0.0193033,-0.000600936,116.72
-0.00282375,0.0193033,-0.000600936,116.72
-0.0028225,0.0199657,-0.000936452,122.572
-0.00282125,0.0199657,-0.000936452,122.572
-0.00282,0.0199657,-0.000936452,122.572
-0.00281875,0.0196345,-0.00127197,122.597
-0.0028175,0.0202969,-0.000936452,124.514
-0.00281625,0.0206281,-0.000936452,126.456
-0.002815,0.0202969,-0.000936452,124.514
