#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 16:46:10.204
#Sample rate: 800Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -2 V
#Channel 2: Range: 1 V/div Offset: -2 V
#Our λ: Function: C1/5*(1.36-0.65)+0.65
#Their λ: Function: C2/5*(1.36-0.68)+0.68
#Difference λ: Function: M2 -M1 

Time (s),Channel 1 (V),Channel 2 (V),Our λ (λ),Their λ (λ),Difference λ (λ)
-0.90375,2.18516,2.02769,0.960292,0.955765,-0.00452709
-0.9025,2.18516,2.02769,0.960292,0.955765,-0.00452709
-0.90125,2.18879,2.02769,0.960809,0.955765,-0.00504346
-0.9,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.89875,2.19243,2.024,0.961325,0.955264,-0.00606124
-0.8975,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.89625,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.895,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.89375,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.8925,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.89125,2.19243,2.024,0.961325,0.955264,-0.00606124
-0.89,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.88875,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.8875,2.19243,2.024,0.961325,0.955264,-0.00606124
-0.88625,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.885,2.19243,2.024,0.961325,0.955264,-0.00606124
-0.88375,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.8825,2.19243,2.024,0.961325,0.955264,-0.00606124
-0.88125,2.19243,2.02769,0.961325,0.955765,-0.00555982
-0.88,2.19607,2.024,0.961841,0.955264,-0.00657761
-0.87875,2.21788,2.024,0.96494,0.955264,-0.00967581
-0.8775,2.21788,2.02769,0.96494,0.955765,-0.00917439
-0.87625,2.21788,2.024,0.96494,0.955264,-0.00967581
-0.875,2.22152,2.02769,0.965456,0.955765,-0.00969076
-0.87375,2.22152,2.024,0.965456,0.955264,-0.0101922
-0.8725,2.22152,2.02769,0.965456,0.955765,-0.00969076
-0.87125,2.22152,2.024,0.965456,0.955264,-0.0101922
-0.87,2.21788,2.02769,0.96494,0.955765,-0.00917439
-0.86875,2.24334,2.024,0.968554,0.955264,-0.0132904
-0.8675,2.27607,2.02769,0.973201,0.955765,-0.0174363
-0.86625,2.27607,2.02769,0.973201,0.955765,-0.0174363
-0.865,2.27607,2.024,0.973201,0.955264,-0.0179377
-0.86375,2.27607,2.02769,0.973201,0.955765,-0.0174363
-0.8625,2.27607,2.024,0.973201,0.955264,-0.0179377
-0.86125,2.27607,2.02769,0.973201,0.955765,-0.0174363
-0.86,2.27607,2.024,0.973201,0.955264,-0.0179377
-0.85875,2.27607,2.02769,0.973201,0.955765,-0.0174363
-0.8575,2.29425,2.024,0.975783,0.955264,-0.0205195
-0.85625,2.30516,2.02769,0.977332,0.955765,-0.0215672
-0.855,2.30516,2.02769,0.977332,0.955765,-0.0215672
-0.85375,2.30516,2.024,0.977332,0.955264,-0.0220686
-0.8525,2.30516,2.02769,0.977332,0.955765,-0.0215672
-0.85125,2.30516,2.024,0.977332,0.955264,-0.0220686
-0.85,2.30516,2.02769,0.977332,0.955765,-0.0215672
-0.84875,2.30516,2.03506,0.977332,0.956768,-0.0205644
-0.8475,2.30516,2.04243,0.977332,0.957771,-0.0195615
-0.84625,2.32334,2.04612,0.979914,0.958272,-0.0216419
-0.845,2.32698,2.04612,0.980431,0.958272,-0.0221583
-0.84375,2.32698,2.04612,0.980431,0.958272,-0.0221583
-0.8425,2.32698,2.04612,0.980431,0.958272,-0.0221583
-0.84125,2.32698,2.04612,0.980431,0.958272,-0.0221583
-0.84,2.32334,2.04612,0.979914,0.958272,-0.0216419
-0.83875,2.32698,2.04612,0.980431,0.958272,-0.0221583
-0.8375,2.32698,2.04612,0.980431,0.958272,-0.0221583
-0.83625,2.33061,2.04612,0.980947,0.958272,-0.0226747
-0.835,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.83375,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.8325,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.83125,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.83,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.82875,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.8275,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.82625,2.3597,2.04612,0.985078,0.958272,-0.0268056
-0.825,2.37789,2.04612,0.98766,0.958272,-0.0293874
-0.82375,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.8225,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.82125,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.82,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.81875,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.8175,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.81625,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.815,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.81375,2.41061,2.04612,0.992307,0.958272,-0.0340347
-0.8125,2.41789,2.04612,0.99334,0.958272,-0.0350675
-0.81125,2.41789,2.04612,0.99334,0.958272,-0.0350675
-0.81,2.41789,2.04612,0.99334,0.958272,-0.0350675
-0.80875,2.41425,2.04612,0.992823,0.958272,-0.0345511
-0.8075,2.41425,2.04612,0.992823,0.958272,-0.0345511
-0.80625,2.41789,2.04612,0.99334,0.958272,-0.0350675
-0.805,2.41789,2.04612,0.99334,0.958272,-0.0350675
-0.80375,2.41789,2.04612,0.99334,0.958272,-0.0350675
-0.8025,2.40698,2.04612,0.991791,0.958272,-0.0335184
-0.80125,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.8,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.79875,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.7975,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.79625,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.795,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.79375,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.7925,2.40334,2.04612,0.991274,0.958272,-0.033002
-0.79125,2.42152,2.04612,0.993856,0.958272,-0.0355838
-0.79,2.42152,2.04612,0.993856,0.958272,-0.0355838
-0.78875,2.42516,2.04612,0.994373,0.958272,-0.0361002
-0.7875,2.42516,2.09405,0.994373,0.964791,-0.0295818
-0.78625,2.42516,2.28577,0.994373,0.990865,-0.00350797
-0.785,2.42516,2.35213,0.994373,0.99989,0.00551758
-0.78375,2.42516,2.37057,0.994373,1.0024,0.00802467
-0.7825,2.42516,2.37425,0.994373,1.0029,0.00852609
-0.78125,2.39607,2.37425,0.990242,1.0029,0.012657
-0.78,2.34879,2.37794,0.983529,1.0034,0.0198712
-0.77875,2.34516,2.37425,0.983012,1.0029,0.0198862
-0.7775,2.34516,2.37794,0.983012,1.0034,0.0203876
-0.77625,2.34516,2.37794,0.983012,1.0034,0.0203876
-0.775,2.34516,2.37794,0.983012,1.0034,0.0203876
-0.77375,2.34879,2.37794,0.983529,1.0034,0.0198712
-0.7725,2.34516,2.37794,0.983012,1.0034,0.0203876
-0.77125,2.34516,2.37794,0.983012,1.0034,0.0203876
-0.77,2.29425,2.37794,0.975783,1.0034,0.0276167
-0.76875,2.26152,2.37794,0.971136,1.0034,0.032264
-0.7675,2.26152,2.37794,0.971136,1.0034,0.032264
-0.76625,2.26152,2.37794,0.971136,1.0034,0.032264
-0.765,2.26152,2.37425,0.971136,1.0029,0.0317626
-0.76375,2.26152,2.37794,0.971136,1.0034,0.032264
-0.7625,2.26152,2.37794,0.971136,1.0034,0.032264
-0.76125,2.26152,2.37794,0.971136,1.0034,0.032264
-0.76,2.26152,2.37794,0.971136,1.0034,0.032264
-0.75875,2.1597,2.37794,0.956678,1.0034,0.0467223
-0.7575,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.75625,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.755,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.75375,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.7525,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.75125,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.75,2.14152,2.37794,0.954096,1.0034,0.0493041
-0.74875,2.13425,2.37794,0.953063,1.0034,0.0503369
-0.7475,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.74625,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.745,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.74375,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.7425,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.74125,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.74,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.73875,2.05061,2.37794,0.941187,1.0034,0.0622133
-0.7375,2.03607,2.37794,0.939121,1.0034,0.0642788
-0.73625,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.735,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.73375,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.7325,2.00697,2.37794,0.93499,1.0034,0.0684097
-0.73125,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.73,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.72875,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.7275,2.01061,2.37794,0.935507,1.0034,0.0678933
-0.72625,2.00697,2.37794,0.93499,1.0034,0.0684097
-0.725,2.01061,2.35582,0.935507,1.00039,0.0648848
-0.72375,2.00697,2.33001,0.93499,0.996882,0.0618912
-0.7225,2.00697,2.32264,0.93499,0.995879,0.0608884
-0.72125,2.00697,2.32264,0.93499,0.995879,0.0608884
-0.72,2.00697,2.31895,0.93499,0.995377,0.060387
-0.71875,2.00697,2.32264,0.93499,0.995879,0.0608884
-0.7175,2.00697,2.31895,0.93499,0.995377,0.060387
-0.71625,2.00697,2.31895,0.93499,0.995377,0.060387
-0.715,2.03243,2.31895,0.938605,0.995377,0.0567724
-0.71375,2.03607,2.31895,0.939121,0.995377,0.0562561
-0.7125,2.03607,2.32264,0.939121,0.995879,0.0567575
-0.71125,2.03607,2.31895,0.939121,0.995377,0.0562561
-0.71,2.03607,2.32264,0.939121,0.995879,0.0567575
-0.70875,2.03607,2.31895,0.939121,0.995377,0.0562561
-0.7075,2.03607,2.32264,0.939121,0.995879,0.0567575
-0.70625,2.03607,2.31895,0.939121,0.995377,0.0562561
-0.705,2.03607,2.31895,0.939121,0.995377,0.0562561
-0.70375,2.04334,2.31895,0.940154,0.995377,0.0552233
-0.7025,2.05788,2.31895,0.942219,0.995377,0.0531579
-0.70125,2.05788,2.31895,0.942219,0.995377,0.0531579
-0.7,2.05788,2.31895,0.942219,0.995377,0.0531579
-0.69875,2.05788,2.32264,0.942219,0.995879,0.0536593
-0.6975,2.05788,2.31895,0.942219,0.995377,0.0531579
-0.69625,2.05788,2.32264,0.942219,0.995879,0.0536593
-0.695,2.05788,2.31895,0.942219,0.995377,0.0531579
-0.69375,2.05788,2.31895,0.942219,0.995377,0.0531579
-0.6925,2.06879,2.31895,0.943769,0.995377,0.0516088
-0.69125,2.07607,2.31895,0.944801,0.995377,0.050576
-0.69,2.07607,2.32264,0.944801,0.995879,0.0510774
-0.68875,2.07607,2.31895,0.944801,0.995377,0.050576
-0.6875,2.07607,2.32264,0.944801,0.995879,0.0510774
-0.68625,2.0797,2.31895,0.945318,0.995377,0.0500597
-0.685,2.0797,2.32264,0.945318,0.995879,0.0505611
-0.68375,2.0797,2.31895,0.945318,0.995377,0.0500597
-0.6825,2.0797,2.31895,0.945318,0.995377,0.0500597
-0.68125,2.10879,2.31895,0.949449,0.995377,0.0459287
-0.68,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.67875,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.6775,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.67625,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.675,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.67375,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.6725,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.67125,2.1197,2.31895,0.950998,0.995377,0.0443796
-0.67,2.15607,2.31895,0.956161,0.995377,0.0392159
-0.66875,2.15607,2.31895,0.956161,0.995377,0.0392159
-0.6675,2.15607,2.31895,0.956161,0.995377,0.0392159
-0.66625,2.15607,2.31895,0.956161,0.995377,0.0392159
-0.665,2.15607,2.32264,0.956161,0.995879,0.0397174
-0.66375,2.15607,2.23415,0.956161,0.983845,0.0276833
-0.6625,2.15607,1.97238,0.956161,0.948244,-0.00791744
-0.66125,2.15607,1.8839,0.956161,0.93621,-0.0199515
-0.66,2.17061,1.86177,0.958227,0.933201,-0.0250255
-0.65875,2.21788,1.8544,0.96494,0.932199,-0.0327411
-0.6575,2.21788,1.8544,0.96494,0.932199,-0.0327411
-0.65625,2.21788,1.85071,0.96494,0.931697,-0.0332425
-0.655,2.21788,1.85071,0.96494,0.931697,-0.0332425
-0.65375,2.21788,1.85071,0.96494,0.931697,-0.0332425
-0.6525,2.21788,1.85071,0.96494,0.931697,-0.0332425
-0.65125,2.21788,1.85071,0.96494,0.931697,-0.0332425
-0.65,2.21788,1.85071,0.96494,0.931697,-0.0332425
-0.64875,2.22879,1.85071,0.966489,0.931697,-0.0347916
-0.6475,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.64625,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.645,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.64375,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.6425,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.64125,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.64,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.63875,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.6375,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.63625,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.635,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.63375,2.25061,1.85071,0.969587,0.931697,-0.0378898
-0.6325,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.63125,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.63,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.62875,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.6275,2.24698,1.85071,0.969071,0.931697,-0.0373734
-0.62625,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.625,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.62375,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.6225,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.62125,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.62,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.61875,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.6175,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.61625,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.615,2.26152,1.8544,0.971136,0.932199,-0.0389375
-0.61375,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.6125,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.61125,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.61,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.60875,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.6075,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.60625,2.26152,1.85071,0.971136,0.931697,-0.0394389
-0.605,2.25425,1.85071,0.970103,0.931697,-0.0384062
-0.60375,2.2397,1.85071,0.968038,0.931697,-0.0363407
-0.6025,2.2397,1.86177,0.968038,0.933201,-0.0348364
-0.60125,2.2397,2.03137,0.968038,0.956267,-0.0117712
-0.6,2.24334,2.1088,0.968554,0.966796,-0.00175774
-0.59875,2.24334,2.13092,0.968554,0.969805,0.00125078
-0.5975,2.2397,2.13829,0.968038,0.970808,0.00276998
-0.59625,2.2397,2.13829,0.968038,0.970808,0.00276998
-0.595,2.2397,2.14198,0.968038,0.971309,0.0032714
-0.59375,2.21788,2.13829,0.96494,0.970808,0.00586818
-0.5925,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.59125,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.59,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.58875,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.5875,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.58625,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.585,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.58375,2.20698,2.14198,0.963391,0.971309,0.0079187
-0.5825,2.1597,2.14198,0.956678,0.971309,0.0146315
-0.58125,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.58,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.57875,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.5775,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.57625,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.575,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.57375,2.15607,2.14198,0.956161,0.971309,0.0151478
-0.5725,2.14879,2.14198,0.955129,0.971309,0.0161806
-0.57125,2.10516,2.14198,0.948932,0.971309,0.022377
-0.57,2.10879,2.14198,0.949449,0.971309,0.0218606
-0.56875,2.10516,2.14198,0.948932,0.971309,0.022377
-0.5675,2.10879,2.14198,0.949449,0.971309,0.0218606
-0.56625,2.10879,2.14198,0.949449,0.971309,0.0218606
-0.565,2.10516,2.14198,0.948932,0.971309,0.022377
-0.56375,2.10516,2.14198,0.948932,0.971309,0.022377
-0.5625,2.10516,2.14198,0.948932,0.971309,0.022377
-0.56125,2.09425,2.14198,0.947383,0.971309,0.0239261
-0.56,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.55875,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.5575,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.55625,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.555,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.55375,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.5525,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.55125,2.07243,2.14198,0.944285,0.971309,0.0270243
-0.55,2.04334,2.14198,0.940154,0.971309,0.0311552
-0.54875,2.02879,2.14198,0.938089,0.971309,0.0332207
-0.5475,2.02879,2.14198,0.938089,0.971309,0.0332207
-0.54625,2.02879,2.14198,0.938089,0.971309,0.0332207
-0.545,2.02879,2.14198,0.938089,0.971309,0.0332207
-0.54375,2.02879,2.14198,0.938089,0.971309,0.0332207
-0.5425,2.02879,2.13829,0.938089,0.970808,0.0327193
-0.54125,2.02879,2.09774,0.938089,0.965292,0.0272036
-0.54,2.02879,2.07562,0.938089,0.962284,0.0241951
-0.53875,2.04697,2.06824,0.94067,0.961281,0.0206105
-0.5375,2.04697,2.06455,0.94067,0.960779,0.020109
-0.53625,2.05061,2.06824,0.941187,0.961281,0.0200941
-0.535,2.05061,2.06455,0.941187,0.960779,0.0195927
-0.53375,2.05061,2.06824,0.941187,0.961281,0.0200941
-0.5325,2.05061,2.06455,0.941187,0.960779,0.0195927
-0.53125,2.05061,2.06824,0.941187,0.961281,0.0200941
-0.53,2.05061,2.06455,0.941187,0.960779,0.0195927
-0.52875,2.05788,2.06455,0.942219,0.960779,0.0185599
-0.5275,2.09788,2.06455,0.9479,0.960779,0.0128799
-0.52625,2.09788,2.06455,0.9479,0.960779,0.0128799
-0.525,2.09788,2.06824,0.9479,0.961281,0.0133813
-0.52375,2.09788,2.06455,0.9479,0.960779,0.0128799
-0.5225,2.09788,2.06824,0.9479,0.961281,0.0133813
-0.52125,2.09788,2.06455,0.9479,0.960779,0.0128799
-0.52,2.09788,2.06824,0.9479,0.961281,0.0133813
-0.51875,2.09788,2.06455,0.9479,0.960779,0.0128799
-0.5175,2.11607,2.06824,0.950481,0.961281,0.0107995
-0.51625,2.14152,2.06824,0.954096,0.961281,0.00718492
-0.515,2.14152,2.06455,0.954096,0.960779,0.0066835
-0.51375,2.14152,2.06824,0.954096,0.961281,0.00718492
-0.5125,2.14152,2.06455,0.954096,0.960779,0.0066835
-0.51125,2.14152,2.06824,0.954096,0.961281,0.00718492
-0.51,2.14152,2.06455,0.954096,0.960779,0.0066835
-0.50875,2.14152,2.06824,0.954096,0.961281,0.00718492
-0.5075,2.14152,2.06455,0.954096,0.960779,0.0066835
-0.50625,2.16334,2.06824,0.957194,0.961281,0.00408672
-0.505,2.17788,2.06455,0.95926,0.960779,0.00151983
-0.50375,2.17788,2.06455,0.95926,0.960779,0.00151983
-0.5025,2.17788,2.06824,0.95926,0.961281,0.00202125
-0.50125,2.17788,2.06455,0.95926,0.960779,0.00151983
-0.5,2.17788,2.06824,0.95926,0.961281,0.00202125
-0.49875,2.17788,2.06455,0.95926,0.960779,0.00151983
-0.4975,2.17788,2.06824,0.95926,0.961281,0.00202125
-0.49625,2.17788,2.06455,0.95926,0.960779,0.00151983
-0.495,2.41061,2.06824,0.992307,0.961281,-0.0310262
-0.49375,2.44334,2.06455,0.996954,0.960779,-0.0361749
-0.4925,2.44334,2.06824,0.996954,0.961281,-0.0356735
-0.49125,2.44334,2.06824,0.996954,0.961281,-0.0356735
-0.49,2.44334,2.06455,0.996954,0.960779,-0.0361749
-0.48875,2.44334,2.06824,0.996954,0.961281,-0.0356735
-0.4875,2.44334,2.06455,0.996954,0.960779,-0.0361749
-0.48625,2.44334,2.06824,0.996954,0.961281,-0.0356735
-0.485,2.44334,2.06455,0.996954,0.960779,-0.0361749
-0.48375,2.4688,2.06824,1.00057,0.961281,-0.0392881
-0.4825,2.52334,2.06455,1.00831,0.960779,-0.047535
-0.48125,2.52334,2.06824,1.00831,0.961281,-0.0470336
-0.48,2.52334,2.06824,1.00831,0.961281,-0.0470336
-0.47875,2.52334,2.06455,1.00831,0.960779,-0.047535
-0.4775,2.52334,1.79541,1.00831,0.924176,-0.0841386
-0.47625,2.52334,1.51521,1.00831,0.886068,-0.122246
-0.475,2.52334,1.43778,1.00831,0.875538,-0.132776
-0.47375,2.52334,1.41566,1.00831,0.87253,-0.135785
-0.4725,2.47607,1.40829,1.0016,0.871527,-0.130075
-0.47125,2.43607,1.4046,0.995922,0.871025,-0.124896
-0.47,2.4397,1.4046,0.996438,0.871025,-0.125413
-0.46875,2.4397,1.4046,0.996438,0.871025,-0.125413
-0.4675,2.4397,1.4046,0.996438,0.871025,-0.125413
-0.46625,2.4397,1.4046,0.996438,0.871025,-0.125413
-0.465,2.4397,1.40091,0.996438,0.870524,-0.125914
-0.46375,2.4397,1.4046,0.996438,0.871025,-0.125413
-0.4625,2.4397,1.4046,0.996438,0.871025,-0.125413
-0.46125,2.50516,1.4046,1.00573,0.871025,-0.134707
-0.46,2.52334,1.4046,1.00831,0.871025,-0.137289
-0.45875,2.52334,1.4046,1.00831,0.871025,-0.137289
-0.4575,2.52334,1.4046,1.00831,0.871025,-0.137289
-0.45625,2.52334,1.4046,1.00831,0.871025,-0.137289
-0.455,2.52334,1.4046,1.00831,0.871025,-0.137289
-0.45375,2.52334,1.4046,1.00831,0.871025,-0.137289
-0.4525,2.5197,1.4046,1.0078,0.871025,-0.136773
-0.45125,2.52698,1.4046,1.00883,0.871025,-0.137805
-0.45,2.72334,1.4046,1.03671,0.871025,-0.165689
-0.44875,2.72334,1.4046,1.03671,0.871025,-0.165689
-0.4475,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.44625,2.72334,1.4046,1.03671,0.871025,-0.165689
-0.445,2.72334,1.4046,1.03671,0.871025,-0.165689
-0.44375,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.4425,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.44125,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.44,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.43875,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.4375,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.43625,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.435,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.43375,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.4325,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.43125,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.43,2.72698,1.4046,1.03723,0.871025,-0.166206
-0.42875,2.70152,1.4046,1.03362,0.871025,-0.162591
-0.4275,2.67607,1.4046,1.03,0.871025,-0.158976
-0.42625,2.67607,1.4046,1.03,0.871025,-0.158976
-0.425,2.67607,1.4046,1.03,0.871025,-0.158976
-0.42375,2.67607,1.4046,1.03,0.871025,-0.158976
-0.4225,2.67607,1.4046,1.03,0.871025,-0.158976
-0.42125,2.67607,1.4046,1.03,0.871025,-0.158976
-0.42,2.67607,1.4046,1.03,0.871025,-0.158976
-0.41875,2.67607,1.43409,1.03,0.875037,-0.154965
-0.4175,2.63971,3.06739,1.02484,1.09717,0.0723272
-0.41625,2.6288,4.16609,1.02329,1.24659,0.223299
-0.415,2.6288,4.49791,1.02329,1.29172,0.268427
-0.41375,2.6288,4.61221,1.02329,1.30726,0.283971
-0.4125,2.6288,4.64907,1.02329,1.31227,0.288985
-0.41125,2.6288,4.66382,1.02329,1.31428,0.290991
-0.41,2.6288,4.66751,1.02329,1.31478,0.291492
-0.40875,2.6288,4.6712,1.02329,1.31528,0.291994
-0.4075,2.62516,4.6712,1.02277,1.31528,0.29251
-0.40625,2.61425,4.6712,1.02122,1.31528,0.294059
-0.405,2.61425,4.67488,1.02122,1.31578,0.29456
-0.40375,2.61425,4.6712,1.02122,1.31528,0.294059
-0.4025,2.61425,4.67488,1.02122,1.31578,0.29456
-0.40125,2.61425,4.6712,1.02122,1.31528,0.294059
-0.4,2.61425,4.67488,1.02122,1.31578,0.29456
-0.39875,2.61425,4.67488,1.02122,1.31578,0.29456
-0.3975,2.61425,4.67488,1.02122,1.31578,0.29456
-0.39625,2.59607,4.67488,1.01864,1.31578,0.297142
-0.395,2.54516,4.67488,1.01141,1.31578,0.304371
-0.39375,2.54516,4.67488,1.01141,1.31578,0.304371
-0.3925,2.54152,4.67488,1.0109,1.31578,0.304888
-0.39125,2.54152,4.67488,1.0109,1.31578,0.304888
-0.39,2.54152,4.67488,1.0109,1.31578,0.304888
-0.38875,2.54516,4.67488,1.01141,1.31578,0.304371
-0.3875,2.54516,4.67488,1.01141,1.31578,0.304371
-0.38625,2.54516,4.67488,1.01141,1.31578,0.304371
-0.385,2.49425,4.67488,1.00418,1.31578,0.311601
-0.38375,2.43607,4.67488,0.995922,1.31578,0.319862
-0.3825,2.43607,4.67488,0.995922,1.31578,0.319862
-0.38125,2.43607,4.67488,0.995922,1.31578,0.319862
-0.38,2.4397,4.67488,0.996438,1.31578,0.319346
-0.37875,2.4397,4.67488,0.996438,1.31578,0.319346
-0.3775,2.43607,4.67488,0.995922,1.31578,0.319862
-0.37625,2.4397,4.67488,0.996438,1.31578,0.319346
-0.375,2.4397,4.67488,0.996438,1.31578,0.319346
-0.37375,2.30516,4.67488,0.977332,1.31578,0.338452
-0.3725,2.25425,4.6712,0.970103,1.31528,0.345179
-0.37125,2.25425,4.67488,0.970103,1.31578,0.345681
-0.37,2.25425,4.67488,0.970103,1.31578,0.345681
