#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A36376
#Date Time: 2019-03-14 16:46:10.204
#Sample rate: 800Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -2 V
#Channel 2: Range: 1 V/div Offset: -2 V
#Our λ: Function: C1/5*(1.36-0.65)+0.65
#Their λ: Function: C2/5*(1.36-0.68)+0.68
#Difference λ: Function: M2 -M1 

Time (s),Channel 1 (V),Channel 2 (V),Our λ (λ),Their λ (λ),Difference λ (λ)
-2.11875,2.12697,2.024,0.95203,0.955264,0.00323336
-2.1175,2.12697,2.02769,0.95203,0.955765,0.00373478
-2.11625,2.12697,2.024,0.95203,0.955264,0.00323336
-2.115,2.12697,2.02769,0.95203,0.955765,0.00373478
-2.11375,2.12697,2.02769,0.95203,0.955765,0.00373478
-2.1125,2.12697,2.02769,0.95203,0.955765,0.00373478
-2.11125,2.12334,2.02769,0.951514,0.955765,0.00425115
-2.11,2.1197,2.024,0.950998,0.955264,0.00426609
-2.10875,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.1075,2.1197,2.024,0.950998,0.955264,0.00426609
-2.10625,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.105,2.1197,2.024,0.950998,0.955264,0.00426609
-2.10375,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.1025,2.1197,2.024,0.950998,0.955264,0.00426609
-2.10125,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.1,2.09788,2.024,0.9479,0.955264,0.00736429
-2.09875,2.09788,2.02769,0.9479,0.955765,0.00786571
-2.0975,2.09788,2.02769,0.9479,0.955765,0.00786571
-2.09625,2.09788,2.024,0.9479,0.955264,0.00736429
-2.095,2.09788,2.02769,0.9479,0.955765,0.00786571
-2.09375,2.09788,2.024,0.9479,0.955264,0.00736429
-2.0925,2.10152,2.02769,0.948416,0.955765,0.00734935
-2.09125,2.09788,2.024,0.9479,0.955264,0.00736429
-2.09,2.10516,2.02769,0.948932,0.955765,0.00683298
-2.08875,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.0875,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.08625,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.085,2.1197,2.024,0.950998,0.955264,0.00426609
-2.08375,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.0825,2.1197,2.024,0.950998,0.955264,0.00426609
-2.08125,2.1197,2.02769,0.950998,0.955765,0.00476751
-2.08,2.1197,2.024,0.950998,0.955264,0.00426609
-2.07875,2.13425,2.02769,0.953063,0.955765,0.00270205
-2.0775,2.14879,2.02769,0.955129,0.955765,0.000636579
-2.07625,2.14879,2.02769,0.955129,0.955765,0.000636579
-2.075,2.14879,2.02769,0.955129,0.955765,0.000636579
-2.07375,2.14879,2.024,0.955129,0.955264,0.00013516
-2.0725,2.14879,2.02769,0.955129,0.955765,0.000636579
-2.07125,2.14879,2.02769,0.955129,0.955765,0.000636579
-2.07,2.14879,2.09036,0.955129,0.964289,0.0091607
-2.06875,2.14879,2.12723,0.955129,0.969304,0.0141749
-2.0675,2.1597,2.13829,0.956678,0.970808,0.01413
-2.06625,2.16334,2.13829,0.957194,0.970808,0.0136137
-2.065,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.06375,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.0625,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.06125,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.06,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.05875,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.0575,2.16334,2.14198,0.957194,0.971309,0.0141151
-2.05625,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.055,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.05375,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.0525,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.05125,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.05,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.04875,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.0475,2.1997,2.14198,0.962358,0.971309,0.00895143
-2.04625,2.21425,2.14198,0.964423,0.971309,0.00688597
-2.045,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.04375,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.0425,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.04125,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.04,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.03875,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.0375,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.03625,2.26152,2.14198,0.971136,0.971309,0.000173198
-2.035,2.27607,2.14198,0.973201,0.971309,-0.00189227
-2.03375,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.0325,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.03125,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.03,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.02875,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.0275,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.02625,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.025,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.02375,2.29061,2.14198,0.975267,0.971309,-0.00395774
-2.0225,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.02125,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.02,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.01875,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.0175,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.01625,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.015,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.01375,2.32698,2.14198,0.980431,0.971309,-0.0091214
-2.0125,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.01125,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.01,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.00875,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.0075,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.00625,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.005,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.00375,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.0025,2.32334,2.14198,0.979914,0.971309,-0.00860504
-2.00125,2.33425,2.14198,0.981463,0.971309,-0.0101541
-2,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.99875,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.9975,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.99625,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.995,2.34879,2.14198,0.983529,0.971309,-0.0122196
-1.99375,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.9925,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.99125,2.34516,2.14198,0.983012,0.971309,-0.0117032
-1.99,2.37425,2.14198,0.987143,0.971309,-0.0158342
-1.98875,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.9875,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.98625,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.985,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.98375,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.9825,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.98125,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.98,2.38879,2.14198,0.989209,0.971309,-0.0178996
-1.97875,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.9775,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.97625,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.975,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.97375,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.9725,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.97125,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.97,2.38152,2.14198,0.988176,0.971309,-0.0168669
-1.96875,2.37789,2.14198,0.98766,0.971309,-0.0163505
-1.9675,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.96625,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.965,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.96375,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.9625,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.96125,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.96,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.95875,2.3597,2.14198,0.985078,0.971309,-0.0137687
-1.9575,2.42879,2.14198,0.994889,0.971309,-0.0235797
-1.95625,2.54516,2.14198,1.01141,0.971309,-0.0401034
-1.955,2.54516,2.14198,1.01141,0.971309,-0.0401034
-1.95375,2.54516,2.14198,1.01141,0.971309,-0.0401034
-1.9525,2.54152,2.14198,1.0109,0.971309,-0.039587
-1.95125,2.54516,2.14198,1.01141,0.971309,-0.0401034
-1.95,2.54152,2.14198,1.0109,0.971309,-0.039587
-1.94875,2.54516,2.14198,1.01141,0.971309,-0.0401034
-1.9475,2.54516,2.14198,1.01141,0.971309,-0.0401034
-1.94625,2.56698,2.14198,1.01451,0.971309,-0.0432016
-1.945,2.57789,2.14198,1.01606,0.971309,-0.0447507
-1.94375,2.57789,2.14198,1.01606,0.971309,-0.0447507
-1.9425,2.57789,2.14198,1.01606,0.971309,-0.0447507
-1.94125,2.57789,2.14198,1.01606,0.971309,-0.0447507
-1.94,2.57789,2.08299,1.01606,0.963287,-0.0527734
-1.93875,2.57789,1.98713,1.01606,0.95025,-0.0658103
-1.9375,2.57789,1.95763,1.01606,0.946238,-0.0698217
-1.93625,2.57789,1.95026,1.01606,0.945235,-0.0708245
-1.935,2.63243,1.95026,1.02381,0.945235,-0.07857
-1.93375,2.64334,1.94657,1.02535,0.944734,-0.0806205
-1.9325,2.64334,1.94657,1.02535,0.944734,-0.0806205
-1.93125,2.64334,1.94657,1.02535,0.944734,-0.0806205
-1.93,2.64334,1.95026,1.02535,0.945235,-0.0801191
-1.92875,2.64334,1.94657,1.02535,0.944734,-0.0806205
-1.9275,2.64334,1.94657,1.02535,0.944734,-0.0806205
-1.92625,2.64334,1.94657,1.02535,0.944734,-0.0806205
-1.925,2.64698,1.94657,1.02587,0.944734,-0.0811369
-1.92375,2.68698,1.94657,1.03155,0.944734,-0.0868169
-1.9225,2.68698,1.94657,1.03155,0.944734,-0.0868169
-1.92125,2.68698,1.94657,1.03155,0.944734,-0.0868169
-1.92,2.68698,1.94657,1.03155,0.944734,-0.0868169
-1.91875,2.68334,1.95026,1.03103,0.945235,-0.0857991
-1.9175,2.68334,1.94657,1.03103,0.944734,-0.0863006
-1.91625,2.68698,1.94657,1.03155,0.944734,-0.0868169
-1.915,2.68334,1.94657,1.03103,0.944734,-0.0863006
-1.91375,2.73789,1.94657,1.03878,0.944734,-0.0940461
-1.9125,2.83607,1.94657,1.05272,0.944734,-0.107988
-1.91125,2.83971,1.94657,1.05324,0.944734,-0.108504
-1.91,2.83971,1.94657,1.05324,0.944734,-0.108504
-1.90875,2.83971,1.94657,1.05324,0.944734,-0.108504
-1.9075,2.83971,1.95026,1.05324,0.945235,-0.108003
-1.90625,2.83971,1.94657,1.05324,0.944734,-0.108504
-1.905,2.83971,1.94657,1.05324,0.944734,-0.108504
-1.90375,2.83607,1.94657,1.05272,0.944734,-0.107988
-1.9025,2.9088,1.94657,1.06305,0.944734,-0.118315
-1.90125,2.95971,1.94657,1.07028,0.944734,-0.125544
-1.9,2.95971,1.94657,1.07028,0.944734,-0.125544
-1.89875,2.95971,1.94657,1.07028,0.944734,-0.125544
-1.8975,2.95971,1.94657,1.07028,0.944734,-0.125544
-1.89625,2.95971,1.95026,1.07028,0.945235,-0.125043
-1.895,2.95971,1.94657,1.07028,0.944734,-0.125544
-1.89375,2.95971,1.95026,1.07028,0.945235,-0.125043
-1.8925,2.95971,1.94657,1.07028,0.944734,-0.125544
-1.89125,3.06153,1.94657,1.08474,0.944734,-0.140003
-1.89,3.08334,1.94657,1.08783,0.944734,-0.143101
-1.88875,3.08334,1.94657,1.08783,0.944734,-0.143101
-1.8875,3.08698,1.95026,1.08835,0.945235,-0.143116
-1.88625,3.08698,1.94657,1.08835,0.944734,-0.143617
-1.885,3.08334,1.95026,1.08783,0.945235,-0.142599
-1.88375,3.08334,1.94657,1.08783,0.944734,-0.143101
-1.8825,3.08334,1.95026,1.08783,0.945235,-0.142599
-1.88125,3.08698,1.94657,1.08835,0.944734,-0.143617
-1.88,3.09789,1.95026,1.0899,0.945235,-0.144665
-1.87875,3.10153,2.09405,1.09042,0.964791,-0.125626
-1.8775,3.09789,3.7421,1.0899,1.18893,0.0990247
-1.87625,3.09789,4.56796,1.0899,1.30124,0.211343
-1.875,3.09789,4.82973,1.0899,1.33684,0.246943
-1.87375,3.09789,4.91822,1.0899,1.34888,0.258977
-1.8725,3.09789,4.94403,1.0899,1.35239,0.262487
-1.87125,3.09789,4.95877,1.0899,1.35439,0.264493
-1.87,3.08698,4.95877,1.08835,1.35439,0.266042
-1.86875,3.06516,4.96246,1.08525,1.35489,0.269642
-1.8675,3.06153,4.96246,1.08474,1.35489,0.270158
-1.86625,3.06153,4.96615,1.08474,1.3554,0.270659
-1.865,3.06153,4.96615,1.08474,1.3554,0.270659
-1.86375,3.06153,4.96246,1.08474,1.35489,0.270158
-1.8625,3.06153,4.96615,1.08474,1.3554,0.270659
-1.86125,3.06153,4.96615,1.08474,1.3554,0.270659
-1.86,3.06153,4.96615,1.08474,1.3554,0.270659
-1.85875,3.03971,4.96615,1.08164,1.3554,0.273758
-1.8575,3.02153,4.96615,1.07906,1.3554,0.27634
-1.85625,3.02153,4.96615,1.07906,1.3554,0.27634
-1.855,3.02153,4.96615,1.07906,1.3554,0.27634
-1.85375,3.02153,4.96615,1.07906,1.3554,0.27634
-1.8525,3.02153,4.96615,1.07906,1.3554,0.27634
-1.85125,3.02153,4.96615,1.07906,1.3554,0.27634
-1.85,3.02153,4.96615,1.07906,1.3554,0.27634
-1.84875,3.02153,4.96984,1.07906,1.3559,0.276841
-1.8475,2.98153,4.96615,1.07338,1.3554,0.28202
-1.84625,2.97062,4.96615,1.07183,1.3554,0.283569
-1.845,2.97062,4.96615,1.07183,1.3554,0.283569
-1.84375,2.97062,4.96615,1.07183,1.3554,0.283569
-1.8425,2.97062,4.96615,1.07183,1.3554,0.283569
-1.84125,2.97425,4.96615,1.07234,1.3554,0.283052
-1.84,2.97062,4.96615,1.07183,1.3554,0.283569
-1.83875,2.97062,4.96615,1.07183,1.3554,0.283569
-1.8375,2.97062,4.96615,1.07183,1.3554,0.283569
-1.83625,2.94516,4.96615,1.06821,1.3554,0.287183
-1.835,2.94516,4.96615,1.06821,1.3554,0.287183
-1.83375,2.94516,4.96615,1.06821,1.3554,0.287183
-1.8325,2.94516,4.96615,1.06821,1.3554,0.287183
-1.83125,2.94516,4.96615,1.06821,1.3554,0.287183
-1.83,2.94516,4.96615,1.06821,1.3554,0.287183
-1.82875,2.94516,4.96615,1.06821,1.3554,0.287183
-1.8275,2.94516,4.96615,1.06821,1.3554,0.287183
-1.82625,2.93062,4.96615,1.06615,1.3554,0.289249
-1.825,2.89425,4.96615,1.06098,1.3554,0.294412
-1.82375,2.89425,4.96615,1.06098,1.3554,0.294412
-1.8225,2.89425,4.96615,1.06098,1.3554,0.294412
-1.82125,2.89425,4.96615,1.06098,1.3554,0.294412
-1.82,2.89425,4.92191,1.06098,1.34938,0.288395
-1.81875,2.89425,4.88504,1.06098,1.34436,0.283381
-1.8175,2.89425,4.87398,1.06098,1.34286,0.281877
-1.81625,2.89425,4.87029,1.06098,1.34236,0.281375
-1.815,2.88698,4.87398,1.05995,1.34286,0.28291
-1.81375,2.87971,4.87029,1.05892,1.34236,0.283441
-1.8125,2.87971,4.87398,1.05892,1.34286,0.283942
-1.81125,2.87971,4.87029,1.05892,1.34236,0.283441
-1.81,2.87971,4.87029,1.05892,1.34236,0.283441
-1.80875,2.87971,4.87029,1.05892,1.34236,0.283441
-1.8075,2.87971,4.87029,1.05892,1.34236,0.283441
-1.80625,2.87971,4.87029,1.05892,1.34236,0.283441
-1.805,2.87971,4.87029,1.05892,1.34236,0.283441
-1.80375,2.87971,4.87029,1.05892,1.34236,0.283441
-1.8025,2.87971,4.87029,1.05892,1.34236,0.283441
-1.80125,2.87971,4.87398,1.05892,1.34286,0.283942
-1.8,2.87971,4.87029,1.05892,1.34236,0.283441
-1.79875,2.87971,4.87029,1.05892,1.34236,0.283441
-1.7975,2.87971,4.87029,1.05892,1.34236,0.283441
-1.79625,2.87971,4.87029,1.05892,1.34236,0.283441
-1.795,2.87971,4.87029,1.05892,1.34236,0.283441
-1.79375,2.87971,4.87029,1.05892,1.34236,0.283441
-1.7925,2.87607,4.87029,1.0584,1.34236,0.283957
-1.79125,2.85789,4.87029,1.05582,1.34236,0.286539
-1.79,2.85789,4.87029,1.05582,1.34236,0.286539
-1.78875,2.85789,4.87029,1.05582,1.34236,0.286539
-1.7875,2.85789,4.87029,1.05582,1.34236,0.286539
-1.78625,2.85789,4.87029,1.05582,1.34236,0.286539
-1.785,2.85789,4.87029,1.05582,1.34236,0.286539
-1.78375,2.85789,4.87029,1.05582,1.34236,0.286539
-1.7825,2.85789,4.87029,1.05582,1.34236,0.286539
-1.78125,2.84334,4.87029,1.05375,1.34236,0.288605
-1.78,2.82516,4.87029,1.05117,1.34236,0.291186
-1.77875,2.82516,4.87398,1.05117,1.34286,0.291688
-1.7775,2.82516,4.87029,1.05117,1.34236,0.291186
-1.77625,2.82516,4.87029,1.05117,1.34236,0.291186
-1.775,2.82516,4.87029,1.05117,1.34236,0.291186
-1.77375,2.82516,4.87029,1.05117,1.34236,0.291186
-1.7725,2.82516,4.87029,1.05117,1.34236,0.291186
-1.77125,2.82516,4.87029,1.05117,1.34236,0.291186
-1.77,2.7888,4.87029,1.04601,1.34236,0.29635
-1.76875,2.77425,4.87029,1.04394,1.34236,0.298416
-1.7675,2.77425,4.87029,1.04394,1.34236,0.298416
-1.76625,2.77425,4.87029,1.04394,1.34236,0.298416
-1.765,2.77425,4.87029,1.04394,1.34236,0.298416
-1.76375,2.77425,4.87029,1.04394,1.34236,0.298416
-1.7625,2.77425,4.87029,1.04394,1.34236,0.298416
-1.76125,2.77425,4.76337,1.04394,1.32782,0.283874
-1.76,2.77425,3.81952,1.04394,1.19945,0.155511
-1.75875,2.69425,3.38447,1.03258,1.14029,0.107704
-1.7575,2.69061,3.24805,1.03207,1.12173,0.0896676
-1.75625,2.69061,3.20749,1.03207,1.11622,0.084152
-1.755,2.69061,3.18906,1.03207,1.11371,0.0816449
-1.75375,2.69061,3.18537,1.03207,1.11321,0.0811435
-1.7525,2.69061,3.18169,1.03207,1.11271,0.0806421
-1.75125,2.69061,3.18169,1.03207,1.11271,0.0806421
-1.75,2.69061,3.18169,1.03207,1.11271,0.0806421
-1.74875,2.67971,3.18169,1.03052,1.11271,0.0821912
-1.7475,2.6288,3.18169,1.02329,1.11271,0.0894203
-1.74625,2.62516,3.178,1.02277,1.11221,0.0894353
-1.745,2.62516,3.18169,1.02277,1.11271,0.0899367
-1.74375,2.62516,3.178,1.02277,1.11221,0.0894353
-1.7425,2.6288,3.18169,1.02329,1.11271,0.0894203
-1.74125,2.6288,3.18169,1.02329,1.11271,0.0894203
-1.74,2.6288,3.18169,1.02329,1.11271,0.0894203
-1.73875,2.6288,3.18169,1.02329,1.11271,0.0894203
-1.7375,2.5597,3.18169,1.01348,1.11271,0.0992313
-1.73625,2.47243,3.18169,1.00109,1.11271,0.111624
-1.735,2.47243,3.178,1.00109,1.11221,0.111123
-1.73375,2.47243,3.18169,1.00109,1.11271,0.111624
-1.7325,2.47243,3.178,1.00109,1.11221,0.111123
-1.73125,2.47243,3.18169,1.00109,1.11271,0.111624
-1.73,2.47243,3.178,1.00109,1.11221,0.111123
-1.72875,2.47243,3.18169,1.00109,1.11271,0.111624
-1.7275,2.47243,3.178,1.00109,1.11221,0.111123
-1.72625,2.38879,3.178,0.989209,1.11221,0.122999
-1.725,2.34516,3.178,0.983012,1.11221,0.129196
-1.72375,2.34516,3.178,0.983012,1.11221,0.129196
-1.7225,2.34516,3.178,0.983012,1.11221,0.129196
-1.72125,2.34516,3.178,0.983012,1.11221,0.129196
-1.72,2.34516,3.18169,0.983012,1.11271,0.129697
-1.71875,2.34516,3.178,0.983012,1.11221,0.129196
-1.7175,2.34516,3.18169,0.983012,1.11271,0.129697
-1.71625,2.34516,3.178,0.983012,1.11221,0.129196
-1.715,2.29425,3.18169,0.975783,1.11271,0.136926
-1.71375,2.29061,3.178,0.975267,1.11221,0.136941
-1.7125,2.29061,3.178,0.975267,1.11221,0.136941
-1.71125,2.29061,3.178,0.975267,1.11221,0.136941
-1.71,2.29061,3.178,0.975267,1.11221,0.136941
-1.70875,2.29061,3.18169,0.975267,1.11271,0.137442
-1.7075,2.29061,3.178,0.975267,1.11221,0.136941
-1.70625,2.29061,3.18169,0.975267,1.11271,0.137442
-1.705,2.33425,3.178,0.981463,1.11221,0.130745
-1.70375,2.57789,3.178,1.01606,1.11221,0.096148
-1.7025,2.57789,3.178,1.01606,1.11221,0.096148
-1.70125,2.57789,3.178,1.01606,1.11221,0.096148
-1.7,2.57789,3.19643,1.01606,1.11472,0.0986551
-1.69875,2.57789,3.82689,1.01606,1.20046,0.184398
-1.6975,2.57789,4.23614,1.01606,1.25612,0.240055
-1.69625,2.57789,4.35781,1.01606,1.27266,0.256602
-1.695,2.57789,4.39837,1.01606,1.27818,0.262118
-1.69375,2.52698,4.40943,1.00883,1.27968,0.270851
-1.6925,2.45061,4.41311,0.997987,1.28018,0.282196
-1.69125,2.45061,4.4168,0.997987,1.28068,0.282698
-1.69,2.45061,4.4168,0.997987,1.28068,0.282698
-1.68875,2.45061,4.4168,0.997987,1.28068,0.282698
-1.6875,2.45061,4.4168,0.997987,1.28068,0.282698
-1.68625,2.45061,4.4168,0.997987,1.28068,0.282698
-1.685,2.45061,4.4168,0.997987,1.28068,0.282698
-1.68375,2.45061,4.4168,0.997987,1.28068,0.282698
-1.6825,2.41061,4.4168,0.992307,1.28068,0.288378
-1.68125,2.38879,4.4168,0.989209,1.28068,0.291476
-1.68,2.38879,4.4168,0.989209,1.28068,0.291476
-1.67875,2.38879,4.4168,0.989209,1.28068,0.291476
-1.6775,2.38879,4.4168,0.989209,1.28068,0.291476
-1.67625,2.38879,4.4168,0.989209,1.28068,0.291476
-1.675,2.38879,4.4168,0.989209,1.28068,0.291476
-1.67375,2.38879,4.4168,0.989209,1.28068,0.291476
-1.6725,2.38879,4.42049,0.989209,1.28119,0.291977
-1.67125,2.35607,4.4168,0.984562,1.28068,0.296123
-1.67,2.35243,4.4168,0.984045,1.28068,0.29664
-1.66875,2.35243,4.4168,0.984045,1.28068,0.29664
-1.6675,2.35243,4.4168,0.984045,1.28068,0.29664
-1.66625,2.35243,4.4168,0.984045,1.28068,0.29664
-1.665,2.35243,4.4168,0.984045,1.28068,0.29664
-1.66375,2.35243,4.4168,0.984045,1.28068,0.29664
-1.6625,2.35243,4.4168,0.984045,1.28068,0.29664
-1.66125,2.34516,4.42049,0.983012,1.28119,0.298174
-1.66,2.30516,4.4168,0.977332,1.28068,0.303352
-1.65875,2.30516,4.4168,0.977332,1.28068,0.303352
-1.6575,2.30516,4.4168,0.977332,1.28068,0.303352
-1.65625,2.30516,4.4168,0.977332,1.28068,0.303352
-1.655,2.30516,4.4168,0.977332,1.28068,0.303352
-1.65375,2.30516,4.4168,0.977332,1.28068,0.303352
-1.6525,2.30516,4.4168,0.977332,1.28068,0.303352
-1.65125,2.30516,4.4168,0.977332,1.28068,0.303352
-1.65,2.28698,4.4168,0.974751,1.28068,0.305934
-1.64875,2.26152,4.4168,0.971136,1.28068,0.309549
-1.6475,2.26152,4.42049,0.971136,1.28119,0.31005
-1.64625,2.26152,4.4168,0.971136,1.28068,0.309549
-1.645,2.26152,4.4168,0.971136,1.28068,0.309549
-1.64375,2.26152,4.4168,0.971136,1.28068,0.309549
-1.6425,2.26152,4.3873,0.971136,1.27667,0.305537
-1.64125,2.26152,3.19643,0.971136,1.11472,0.143579
-1.64,2.26152,2.42218,0.971136,1.00942,0.038281
-1.63875,2.26152,2.18254,0.971136,0.976825,0.00568881
-1.6375,2.26152,2.10511,0.971136,0.966295,-0.00484099
-1.63625,2.26152,2.08299,0.971136,0.963287,-0.00784951
-1.635,2.26152,2.07562,0.971136,0.962284,-0.00885234
-1.63375,2.26152,2.07193,0.971136,0.961782,-0.00935376
-1.6325,2.26152,2.06824,0.971136,0.961281,-0.00985518
-1.63125,2.26152,2.06824,0.971136,0.961281,-0.00985518
-1.63,2.26152,2.06824,0.971136,0.961281,-0.00985518
-1.62875,2.26152,2.06824,0.971136,0.961281,-0.00985518
-1.6275,2.25061,2.06824,0.969587,0.961281,-0.00830608
-1.62625,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.625,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.62375,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.6225,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.62125,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.62,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.61875,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.6175,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.61625,2.2397,2.06824,0.968038,0.961281,-0.00675698
-1.615,2.2397,2.06455,0.968038,0.960779,-0.0072584
-1.61375,2.2397,2.06824,0.968038,0.961281,-0.00675698
-1.6125,2.2397,2.06455,0.968038,0.960779,-0.0072584
-1.61125,2.2397,2.06824,0.968038,0.961281,-0.00675698
-1.61,2.2397,2.06455,0.968038,0.960779,-0.0072584
-1.60875,2.2397,2.06824,0.968038,0.961281,-0.00675698
-1.6075,2.2397,2.06824,0.968038,0.961281,-0.00675698
-1.60625,2.24334,2.06455,0.968554,0.960779,-0.00777477
-1.605,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.60375,2.24698,2.06455,0.969071,0.960779,-0.00829113
-1.6025,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.60125,2.24698,2.06455,0.969071,0.960779,-0.00829113
-1.6,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.59875,2.24698,2.06455,0.969071,0.960779,-0.00829113
-1.5975,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.59625,2.24698,2.06824,0.969071,0.961281,-0.00778971
-1.595,2.31243,2.06824,0.978365,0.961281,-0.0170843
-1.59375,2.3597,2.06824,0.985078,0.961281,-0.0237971
-1.5925,2.3597,2.06455,0.985078,0.960779,-0.0242985
-1.59125,2.3597,2.06824,0.985078,0.961281,-0.0237971
-1.59,2.3597,2.06455,0.985078,0.960779,-0.0242985
-1.58875,2.3597,2.06824,0.985078,0.961281,-0.0237971
-1.5875,2.3597,2.06455,0.985078,0.960779,-0.0242985
-1.58625,2.3597,2.06824,0.985078,0.961281,-0.0237971
-1.585,2.3597,2.06455,0.985078,0.960779,-0.0242985
-1.58375,2.3597,2.06455,0.985078,0.960779,-0.0242985
-1.5825,2.38152,2.06824,0.988176,0.961281,-0.0268953
-1.58125,2.38152,2.06455,0.988176,0.960779,-0.0273967
-1.58,2.38152,2.00188,0.988176,0.952255,-0.0359208
